YML027W	YOR028C	YPL248C	YOL108C	YIR018W	YJR060W	YGL096W	YKL043W	YER111C	YLR182W
0.0000000	0.9881677	0.0291782	0.1550115	0.9002515	0.2185232	0.8593831	0.5051034	0.8179765	1.0000000
0.2380307	0.0000003	0.0291789	0.1550110	0.9002532	0.2185231	0.8593845	0.5051029	0.8179763	1.0000000
0.2392495	0.9987938	0.0000051	0.2783682	0.9171082	0.2354714	0.6111124	0.7266480	0.8160402	1.0000000
0.2392495	0.9987938	0.0755768	0.0000027	0.9171082	0.2354714	0.6111124	0.7266480	0.8160402	1.0000000
0.2392495	0.9987938	0.0755769	0.2783682	0.0000014	0.2354715	0.6111124	0.7266480	0.8160402	1.0000000
0.2344973	0.9987969	0.0757002	0.2786548	0.0216814	0.0000006	0.6107523	0.7269461	0.8236342	1.0000000
0.7625745	0.9981991	0.9999984	0.9999999	0.9982707	0.9999979	0.0000000	0.6813269	0.3978940	1.0000000
0.2376547	0.0252030	0.0190864	0.1227586	0.8932292	0.2125505	1.0000000	0.0000054	0.8185651	1.0000000
1.0000000	0.0252118	0.0190863	0.1227599	0.8932284	0.2125508	0.9999918	0.0373374	0.0000000	1.0000000
0.9999993	0.9986108	0.0694045	0.2637463	0.9155597	0.2336973	0.6305500	0.7105020	0.5657154	0.0000017
