YPR065W	YHL027W	YBR182C	YIL101C	YPL202C	YML007W	YKL185W	YLR131C	YIL131C	YDR501W
0.0	0.0	0.0	0.0	0.6024028212423517	0.5712356208671965	-0.4668645183555782	-0.654249828774482	0.0	0.0
0.0	0.0	-0.552614698652178	0.0	0.0	0.7495446423848309	-0.2062114153522998	0.0	0.0	0.0
-0.49249232886359096	0.0	0.0	0.1716516534525302	0.09338907740405633	0.661590508402992	-0.0400843636598438	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.959068859520842	0.0	-0.5296368834096938	0.0	0.0	0.0
0.0	0.46406289981796844	-0.9539072811603546	0.0	0.3957358974157913	0.8369058936217018	0.0	-0.653199827298522	0.0	0.0
-0.8192936724517494	0.0	0.0	0.0	0.9500716650518669	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.4640722160420713	0.1357248416761948	0.0	0.0	0.0	0.22433158048521207	0.0
-0.10412200470454991	0.0	0.0	0.21513743975268274	0.03917710535555018	0.588292310930524	0.0	0.0	0.0	0.0
0.0	0.2061886498716424	-0.45806125248782337	0.7793451351772395	0.0	0.0	-0.5205997643060982	-0.998232995159924	0.5433981657596253	0.0
0.0	0.0	0.0	-0.01221636895021827	0.0	0.0	0.0	-0.6240217082668096	0.857053547083395	0.0
