YCR065W	YER040W	YEL009C	YDR259C	YPL177C	YML099C	YKR034W	YCL067C	YJL110C	YFL021W
0.0000000	0.4714536	0.7683057	0.0950023	0.0458850	0.7447047	0.8025029	0.0582897	0.1730012	0.1406592
0.8098466	0.0000000	1.0300768	0.1247353	0.4237828	0.3378632	0.8748385	0.0475347	0.4202872	0.3671508
0.7871230	0.0181634	0.0000000	0.3860724	0.5900401	0.2862449	0.7487747	0.0306087	0.4645092	0.7123081
0.1071651	0.5792381	0.8642041	0.0014778	0.1078050	0.7342843	0.7481828	0.0150415	0.1140454	0.1172037
0.1223586	0.5527598	0.6580872	0.0402669	0.0000000	0.7468562	0.9045211	0.0295821	0.1837026	0.1140428
0.6094006	0.2380968	0.5241742	0.6357977	0.7396851	0.0000000	0.6793032	0.0176270	0.4189833	0.3660545
0.0844269	0.4802467	0.8778049	0.0522343	0.0293973	0.8066998	0.0000000	0.0223073	0.2312374	0.0191919
0.1382849	0.5562519	0.8240617	0.0327156	0.0637794	0.6158080	0.7052959	0.0000000	0.2417151	0.1184789
0.0668996	0.5896001	0.7797077	0.0575385	0.0771240	0.7166719	0.8211206	0.7030550	0.0000000	0.0844296
0.0910153	0.5669464	0.8947924	0.0372132	0.0525645	0.6880526	0.6218986	0.0343495	0.2913493	0.0000000
