YLR182W	YLR183C	YPR104C	YOR344C	YMR037C	YGL162W	YPR065W	YHL027W	YBR182C	YIL101C
-0.013382361431064875	-0.1555790614073612	0.175068375285118	0.06817945862584063	0.520553099350486	0.21065456123652646	-0.3236531486693009	-0.09408228358509141	0.11389970412670994	-0.15741575784718898
0.4707511659254253	-0.06913346527652656	0.061617260718139645	-0.5557819855380005	0.39504363240425544	0.049232379236004147	-0.004699063680178306	-0.002490977447710606	0.1500951266136739	-0.3086017192816115
0.2839301939719452	0.21887711792290013	-0.11290300647248766	-0.07190013873178898	-0.3204949522929196	0.2432155154036004	0.06190103021425603	0.24588378817514203	-0.02476676071696602	0.039504736485847
-0.005562963755571206	-0.12140716930437115	0.1661606540695983	-0.043303062726346375	-0.07423752237062499	0.27468221519105784	0.07493410773281033	-0.41113622169485825	0.3967686650361607	0.6441101872992999
0.07184921809985742	0.14401781313702167	0.08335351803849249	0.16241670028828564	0.08289841616713528	0.03476077648509641	-0.27938984988161364	-0.10456181445985228	-0.18290798959600843	0.029184796802736283
0.06494245590464008	-0.17620762085120337	-0.2787608469282537	-0.0048537442079041836	-0.3662213609407154	-0.20721735121288984	-0.24259592932632817	0.06703516076096189	0.004997537813866046	0.05545410211879136
-0.03912463243190673	-0.5093539414857396	0.004065499756944901	-0.1381118524756692	0.061885560481176535	0.2649187038414968	0.05898092808949629	-0.01837422055937563	0.029439891017502936	0.002507171083298589
0.052378371642887014	-0.047746483582780885	0.1868670672074068	-0.31283468882546533	0.30422094728240806	-0.1559823109306466	0.13352577279380787	-0.45636794927732954	-0.17028509480029685	-0.021950486948868503
-0.3589554882541155	0.014839366330492768	0.29563728678633255	0.008951983877336752	0.024036157273993226	-0.010120605280740203	-0.304191939037345	-0.48701556551642666	-0.008924943926105025	-0.03456979787273895
0.23778758415575585	0.11383082313403121	-0.10051075355388794	-0.06701474214705551	0.20542463893423585	-0.16294614021163473	-0.21115837530204842	0.556901217959062	0.06840568898681183	0.0665673524975672
