YDR216W	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W	YKL015W	YKL109W	YGL035C	YGL209W
0.0	-0.7937940724659711	0.0	-0.5051937263924628	0.0	0.0	0.0	-0.6269207808654755	0.8371209505306506	-0.33245421294122934
0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.14452060731127858	0.0	0.0
0.2967965595744189	0.0	-0.17634987947531044	0.0	0.0	0.0	0.0	0.0	0.0	-0.474904612172395
0.0	0.0	0.0	-0.9056363902054727	0.5084391362456224	0.0	-0.7225364088080823	-0.5037485940847546	0.440768995863753	0.0
0.0	0.0	-0.9233357438351959	0.0	0.0	0.0	0.0	0.0	0.0	-0.9151977861765772
0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.1865379330702126	0.0	0.0
0.0	-0.27644305280409753	0.0	0.0	0.0	0.0	0.0	0.0	0.21517979803624993	0.0
0.0	0.0	-0.7410002385731786	-0.916301540331915	0.543763987529426	0.10067334347630537	0.0	0.0	0.08760553186889236	0.0
0.9215791742171731	-0.6170093927066773	0.0	0.0	0.3723662903489165	0.0	0.0	0.0	0.0	0.0
0.4414503620791819	0.0	0.0	-0.0052781254053115845	-0.13748765639461652	0.747752874579678	-0.1308186410460621	0.0	0.8804064899044061	0.0
