YKR034W	YCL067C	YJL110C	YFL021W	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C
0.4315428218634695	-0.204629058000661	0.12026433792022004	0.07312087673539987	-0.019161744640504668	-0.03433692701104	0.15608962281145752	-0.04187006097923709	-0.059208601741494386	-0.09371830507629353
-0.4604112878889897	0.09836631264315261	-0.06965808490597533	0.05004717155592458	0.15971522449742045	0.2538914621860855	0.41662127611869676	0.15292732726823943	0.15698592719423426	-0.027325747361093534
0.04843902753003648	0.05538040653606037	0.4345891092554956	0.2501429185927937	0.1384510098620005	0.29912097419646116	-0.08339735097748015	-0.6373742093198564	-0.08161825101522847	-0.3629433267304089
0.35501533071064173	-0.11308960297774032	-0.28034786881977053	-0.3325139863980086	0.19376936394095576	-0.19369194585937025	-0.01439684042509411	0.12930476182596465	0.01359040360700976	0.29871370120130386
0.32756021550855585	-0.0756120341839543	0.3575460609224976	-0.029206438393433724	0.24814843792691	-0.3063681389042539	-0.2881586656657254	-0.626789453194025	0.20482842041428853	-0.006860833173399395
-0.15020044637711705	-0.23559414067205242	0.31370437630571835	0.31978401627899977	-0.0639905413259304	0.06215287401961669	0.5194633455089515	-0.2796242190251065	0.1620954063608205	-0.3143884510256952
0.029919259415270814	0.006819207616121313	-0.20617199619142515	-0.04038083157290368	-0.0981548281816972	-0.21608034499556356	0.11166140968769042	0.0747365990173131	-0.08090661319202273	0.05795302176146692
0.033529033024231984	-0.6791326401601382	0.5887542555020895	-0.11202309407616333	0.1151911975192039	0.28579091922669075	-0.17863558237206453	-0.2386487747261702	-0.0845721552555117	-0.1828624184345885
-0.3969949258447033	-0.15100669133820924	0.4399011434365357	-0.10296532309408463	-0.26373315896123106	-0.19747504901143653	-0.49700107825442025	-0.34875615575530766	0.052599031694914714	-0.3066754409468185
0.15095057458954517	-0.01922404159116651	0.18847463745938692	-0.3229249474350723	-0.21170558464311723	-0.1496121231962267	0.04670658175132214	-0.4649562527224211	0.010807181246492903	0.024075680329884944
