YKR034W	YCL067C	YJL110C	YFL021W	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C
0.1089049	0.2357570	0.1556012	1.0052696	0.8335165	0.0325926	0.9994382	0.2942592	1.0515633	0.9988511
0.6805789	0.4243685	0.2831897	0.6964557	1.0756979	0.0519128	0.9131641	0.0883948	1.0349319	1.0109770
0.1363376	0.2399207	0.2067911	0.9663623	0.8742237	0.1539542	0.7998031	0.2466392	1.0168789	0.9707752
0.0349967	0.3466794	0.1198103	0.5305957	0.6475748	0.0744238	0.8583091	0.1505090	1.0808635	1.0732073
0.2135839	0.3046802	0.2497643	0.9420102	1.0273321	0.0766250	0.9363292	0.2436617	0.9797789	0.9607439
0.0007848	0.1592332	0.1014093	0.9566731	0.7083035	0.1791047	0.9525161	0.2888140	1.0181081	0.9419012
0.1701783	0.5033626	0.2079024	0.9340156	0.2931619	0.3413674	0.3467487	0.7407099	0.3729446	1.0775795
0.3078477	0.2654737	0.2183317	0.8053950	1.0101246	0.0920665	0.9990846	0.2190465	1.0224924	1.0910689
0.3322296	0.5407126	0.1790955	0.8981813	0.9117541	0.0794917	0.7365908	0.2349150	1.0639802	0.9925245
0.5896654	0.4957038	0.2282078	0.9445336	0.6077610	0.1371859	0.7313343	0.4298935	0.5913880	0.7432427
