"Time"	YBR049C	YDL020C	YKL062W	YDR216W	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W	YKL015W

0	0.7307402	0.4154759	0.5424817	0.1046410	0.6388529	0.6039177	0.5899489	0.3566800	0.2245359	0.3635574
50	0.8173699	0.4082586	0.6953006	0.0509020	0.7505916	0.6509700	0.7477017	0.3662199	0.2657010	0.2802617
100	0.8264295	0.3498947	0.6122697	0.0534012	0.7978285	0.8693404	0.7130639	0.3433306	0.2717010	0.3187352
150	0.7429826	0.4260723	0.7067684	0.0402195	0.8936878	0.7284479	0.6852814	0.4306130	0.2539307	0.4354134
200	0.8419331	0.4494095	0.6424084	0.0174658	0.6405250	0.7952627	0.8647268	0.4911770	0.3465310	0.3734811
250	0.6113211	0.3209973	0.7384029	0.0160357	0.6415044	0.7564526	0.7156879	0.4365752	0.3959618	0.4262527
300	0.4395876	0.5875257	0.7030529	0.0189255	0.8870136	0.8364021	0.8227912	0.4175052	0.4217609	0.4045886
350	0.6277898	0.5045090	0.6663887	0.0170275	0.7696322	0.8811913	0.7327955	0.5217719	0.4009042	0.4047558
400	0.7018701	0.3621599	0.7035942	0.0189879	0.7944094	0.8896782	0.6289080	0.5197980	0.3266307	0.3252427
450	0.7357246	0.4851140	0.7118789	0.0136563	0.7084940	0.9302643	0.5862750	0.5023339	0.4579832	0.3751753
500	0.6345794	0.4147326	0.5986681	0.0273219	0.7387489	0.9279337	0.6967714	0.3476148	0.3586439	0.3858808
550	0.6482263	0.3237677	0.7877829	0.0082135	0.7467119	0.8453796	0.6396663	0.3517852	0.3163094	0.3817427
600	0.6925634	0.4758750	0.6678779	0.0345865	0.6817382	0.7156893	0.7145536	0.4456941	0.2013891	0.3379509
650	0.6755834	0.3736738	0.7406641	0.0300852	0.7190171	0.6199978	0.7010233	0.4522818	0.2844982	0.3384481
700	0.6827322	0.4147257	0.8486228	0.0833670	0.5556523	0.7091659	0.6513781	0.2725213	0.1427334	0.3655390
750	0.7446172	0.4432172	0.7621093	0.1227823	0.6494353	0.6334347	0.7330091	0.3552836	0.2529305	0.3772133
800	0.6751991	0.3971862	0.6459307	0.0522344	0.7334233	0.6256350	0.6775171	0.2984035	0.2858179	0.2746790
850	0.6397427	0.5232490	0.5676632	0.0923672	0.7997239	0.5760005	0.6577934	0.4241487	0.2270570	0.2702275
900	0.7395550	0.3820008	0.7427986	0.0859609	0.7695245	0.7281135	0.7698198	0.3925832	0.2009871	0.2834466
950	0.6982579	0.2345523	0.6590657	0.1029481	0.6872033	0.6492235	0.7461497	0.2753497	0.1804950	0.3186465
1000	0.7621937	0.3486580	0.7292938	0.0659809	0.4947383	0.6716850	0.7300703	0.3353017	0.1968166	0.3023800

0	0.6207505	0.4565924	0.6038222	0.0901090	0.6685244	0.6390811	0.5627349	0.3698626	0.1683007	0.3017228
50	0.4804095	0.4139732	0.7005423	0.0267617	0.6180716	0.6739897	0.5871775	0.2771500	0.2444333	0.2454242
100	0.1695947	0.4179145	0.6434939	0.0292949	0.6612400	0.6456706	0.5877977	0.2881429	0.4152706	0.3425034
150	0.1687653	0.3552823	0.6629383	0.0104708	0.5114994	0.6899249	0.6424751	0.2795304	0.4254925	0.3112996
200	0.0935962	0.4621444	0.6576965	0.0173142	0.7236167	0.6174536	0.7892619	0.2727440	0.4976582	0.2542925
250	0.0565442	0.3359182	0.7577195	0.0122590	0.6789050	0.6456876	0.6060164	0.2576995	0.4471151	0.2426805
300	0.0714592	0.3645980	0.7751716	0.0032302	0.6102446	0.7984259	0.5420251	0.3179522	0.4859166	0.2383758
350	0.0576775	0.4120375	0.5897887	0.0059855	0.6758874	0.5831858	0.5338959	0.2703817	0.4714549	0.3253973
