YLR182W	YLR183C	YPR104C	YOR344C	YMR037C	YGL162W	YPR065W	YHL027W	YBR182C	YIL101C
0.0000000	0.3776311	0.9787326	0.3692561	0.0796295	0.3680222	0.8138146	0.9564641	0.0306547	0.1258635
0.9551384	0.0000000	1.0228452	0.5124642	0.1893041	1.0028492	0.0258588	1.0464853	0.7550725	0.8497704
0.2567384	1.0506516	0.0000000	0.5565328	0.0767419	0.2634616	0.9429833	0.8847170	0.0251351	0.0830651
0.6799544	0.4340507	0.9027994	0.0000000	0.0495257	0.3638086	0.7429890	0.9073504	0.0220181	0.0826706
0.7490031	0.3264960	1.1608683	0.7008911	0.0000000	0.3395861	0.8635634	0.9527839	0.0057570	0.1014431
0.6629088	0.4459514	0.9319565	0.6642789	0.0559330	0.0000000	0.8863517	1.0418957	0.0187510	0.0719059
0.7641741	0.3632492	1.0084813	0.4420842	0.1810731	0.9560012	0.0000000	0.9945668	0.9965744	1.1028653
0.8378558	0.4561162	1.0813634	0.5802102	0.1238380	0.2401254	1.0065987	0.0000000	0.0118601	0.0692474
0.7778781	0.3780466	1.0636992	0.5062633	0.1380863	0.3416092	0.8077340	1.0089350	0.0000000	0.0902341
0.8011092	0.3580338	0.9787833	0.5313247	0.1465688	0.3190629	0.8425084	1.0505665	0.0264948	0.0000000
