YMR037C	YGL162W	YPR065W	YHL027W	YBR182C	YIL101C	YPL202C	YML007W	YKL185W	YLR131C
0.0	0.24070279584663964	0.0	0.0	0.0	0.5997953945032763	0.0	-0.4536078639794141	0.0	-0.25823768344707787
0.0	0.3057013801804469	0.4144029117270165	0.29489056454632717	0.0	0.0	-0.7363981283269823	0.0	0.29133101372556014	0.0
0.0	0.0	0.1872601928735875	0.0	0.0	0.9334870673909295	-0.5149721431080252	-0.43017522036097944	0.0	0.0
0.0	0.8901861035770462	0.42385233990724913	0.0	0.0	0.0	-0.07662756624631584	0.0	0.5372484189602099	0.0
0.5035490972860142	0.20953988614889837	0.3427807395892941	0.0	0.0	0.0	0.0	-0.38488966575823724	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.9862320434029657	0.0	-0.16524183563888073	0.8060934120467417	0.0
0.0	0.0	0.0	0.0	0.5186670323264972	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.8113042961340398	0.658416035180401	0.0
0.0	0.8205553447401808	0.0	0.08693327559750813	0.30797438331779103	0.04318284608493329	0.0	0.0	0.0	-0.602442191215232
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
