YGL181W	YGL071W	YKL015W	YKL109W	YGL035C	YGL209W	YCR065W	YER040W	YEL009C	YDR259C
0.4148019422068733	-0.029394648068739457	0.005119547741689234	0.15922036976543572	0.05320866689401484	0.4569930606078854	0.21801070014885654	0.42843951950091197	-0.452850814857384	0.10678133526319497
-0.11201200999837498	-0.25812901892980245	-0.24350762507808474	0.18423583295467547	-0.033863351768300964	0.19862404798984667	0.23209075426471423	0.1346342957697541	-0.18164171657067302	-0.21093600498161824
0.11275618396188583	0.14182568709362903	0.37059229167289964	0.31261819754588804	-0.08049757735917516	0.2782142721851095	0.3908755244076653	0.35976048129879823	0.6163279464933383	0.5205275731390274
0.170474199334588	-0.15366947571834116	0.1166601867916603	-0.30437710810044266	-0.48047551239059433	-0.5378940929994639	-0.5016360260106187	0.08666600919051637	-0.02413236749319077	-0.05825747687652519
0.350012425178926	-0.2622729047648919	-0.12306126247947505	0.10665178632254149	-0.19200390676577087	-0.28614910038792296	-0.39899959900398413	0.2100026857141797	0.08968457301280176	0.10056492312978513
-0.030664668900268328	-0.05404756846896617	-0.2891815501803267	0.12991785150826346	-0.10941306909491805	0.02143310457638179	0.2826431333692	0.04633059346964657	0.06850317285397681	0.24042133133973687
-0.07426178268274097	-0.2595600012209545	0.11302917158482874	-0.19371686239152675	0.36384377969254383	-0.31996550377392713	0.07279930359473995	0.28624249336258206	-0.0542661451244254	0.3067815466583092
-0.45945336609146775	-0.39102467070535946	-0.32857587307621194	0.14048235611844095	-0.34867248381242316	-0.22446051423244	-0.2335156185075768	0.027797305318252197	0.027730000946249164	-0.027634467417583814
0.05371373613147701	0.15321992855617333	-0.08161280450777479	0.006386177087316708	-0.3518709918322625	-0.23968757120535872	-0.26023626555708523	-0.19693337010396508	-0.5505031532947946	0.15008926546158918
-0.2664172354134892	-0.3390423711799125	0.09058579177187757	0.1787636375556994	-0.14477720934598615	0.18088094034282934	0.6602985699148132	0.11551251831059425	-0.17919306874823934	0.11409529792558656
