YKL062W	YDR216W	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W	YKL015W	YKL109W	YGL035C
0.2067121	0.0605425	0.2292651	0.1071112	0.2240223	0.3919130	0.0980021	0.0000444	0.7550493	0.7384424
0.0680283	0.3277197	0.4008307	0.0815630	0.3486976	0.7231967	0.2973228	0.0257755	0.6527405	0.5796874
0.1173671	0.0002512	0.0707819	0.1448271	0.0777743	0.3239810	0.0005855	0.0253611	0.4775213	0.7151812
0.1197628	0.2422401	0.0346596	0.1317052	0.1527971	0.4145276	0.4658356	0.1532355	0.6488114	0.8643503
0.0262528	0.1376582	0.0026443	0.0406788	0.2757402	0.0707761	0.0000309	0.0120386	0.6876040	0.6216972
0.3547027	0.1931422	0.3046172	0.1225967	0.1898412	0.3851923	0.3335237	0.0045206	0.6657664	0.7694327
0.1291811	0.0036494	0.1603535	0.0576048	0.0752080	0.2316399	0.0000578	0.0179093	0.5553403	0.6836059
0.0261466	0.1105881	0.2044794	0.0790081	0.3045033	0.0000695	0.0003258	0.0112422	0.5823251	0.7761201
0.4266244	0.2800980	0.0240582	0.2111876	0.2717515	0.6339266	0.1009834	0.3645271	0.5492354	0.6819652
0.1101000	0.0009664	0.0758282	0.0381664	0.2251145	0.3334075	0.2625953	0.0059057	0.7783470	0.6997346
