YJR060W	YGL096W	YKL043W	YER111C	YLR182W	YLR183C	YPR104C	YOR344C	YMR037C	YGL162W
0.0000000	0.9999860	0.3719168	0.4891933	0.0000000	0.3779689	1.0000000	0.4393103	0.6645195	1.0000000
0.0000000	0.0693999	0.0219679	0.0000000	0.6945856	0.3779689	1.0000000	0.2643166	0.4988575	1.0000000
0.0000000	0.0700850	0.0220260	0.0001217	0.9493667	1.0000000	0.0000000	0.6393508	0.8973128	1.0000000
0.0000000	0.0710297	0.0221055	0.0002661	0.6945856	0.3779689	1.0000000	0.0000000	0.4805695	1.0000000
0.0000000	0.0710297	0.0221055	0.0002661	0.6945856	0.3779689	1.0000000	0.2643166	0.0000000	1.0000000
0.0000000	0.0710297	0.0221055	0.0002661	0.6945856	0.3779689	1.0000000	0.2643166	0.4988575	0.0000000
0.9972456	0.0693999	0.0219679	0.0000000	0.0000000	0.3779689	1.0000000	0.4393108	0.2556950	1.0000000
0.9972456	0.0693999	0.0219679	0.0000000	0.9493667	1.0000000	0.0000000	0.6393509	0.4621561	1.0000000
0.9972456	0.0693999	0.0219679	0.0000000	0.6945856	0.3779689	1.0000000	0.2643166	0.0000000	1.0000000
0.0219241	0.9999976	0.5296163	0.8913041	0.0000000	1.0000000	0.0000000	0.9988694	0.9883993	1.0000000
