"Time"	YPL248C	YOL108C	YIR018W	YJR060W	YGL096W	YKL043W	YER111C	YLR182W	YLR183C	YPR104C

0	0.6222853	0.2268422	0.4060700	0.6637114	0.7952473	0.2036922	0.9162684	0.4703236	0.7725641	1.0000000
50	0.6157749	0.2237696	0.7767391	0.5990107	0.8816115	0.0567397	0.9172801	0.4703236	0.7725641	1.0000000
100	0.5743643	0.2018166	0.8976494	0.5535626	0.9668610	0.0189940	0.9202137	0.4703236	0.7725641	1.0000000
150	0.5295116	0.1741606	0.9360017	0.5128565	0.9914997	0.0092628	0.9243090	0.4703236	0.7725641	1.0000000
200	0.5031023	0.1540644	0.9472700	0.4902418	0.9978295	0.0067100	0.9286665	0.4703236	0.7725641	1.0000000
250	0.4908286	0.1421817	0.9500675	0.4801062	0.9994459	0.0059992	0.9322741	0.4703236	0.7725641	1.0000000
300	0.4857274	0.1358322	0.9504927	0.4760000	0.9998586	0.0057715	0.9347513	0.4703236	0.7725641	1.0000000
350	0.4837359	0.1326374	0.9503961	0.4744264	0.9999639	0.0056819	0.9362441	0.4703236	0.7725641	1.0000000
400	0.4829885	0.1310927	0.9502603	0.4738439	0.9999908	0.0056399	0.9370648	0.4703236	0.7725641	1.0000000
450	0.4827153	0.1303664	0.9501724	0.4736332	0.9999976	0.0056185	0.9374871	0.4703236	0.7725641	1.0000000
500	0.4826174	0.1300318	0.9501263	0.4735582	0.9999994	0.0056075	0.9376940	0.4703236	0.7725641	1.0000000
550	0.4825880	0.1298812	0.4958469	0.5318680	0.9995545	0.1490377	0.9365864	0.4703236	0.7725641	1.0000000
600	0.4838111	0.1301753	0.3620772	0.5398852	0.9784606	0.1861022	0.9339601	0.4703236	0.7725641	1.0000000
650	0.4949429	0.1339339	0.3261545	0.5516896	0.9183887	0.1960208	0.9317990	0.4703236	0.7725641	1.0000000
700	0.5211916	0.1449300	0.3222407	0.5766154	0.8634982	0.1989354	0.9298909	0.4703236	0.7725641	1.0000000
750	0.5526891	0.1618451	0.3328358	0.6050659	0.8321562	0.2000415	0.9275857	0.4703236	0.7725641	1.0000000
800	0.5784987	0.1797156	0.3497104	0.6274181	0.8172594	0.2007448	0.9249373	0.4703236	0.7725641	1.0000000
850	0.5953778	0.1945461	0.3665495	0.6415586	0.8101613	0.2013897	0.9224275	0.4703236	0.7725641	1.0000000
900	0.6052124	0.2051461	0.3799130	0.6496218	0.8061279	0.2019927	0.9204189	0.4703236	0.7725641	1.0000000
950	0.6108504	0.2121714	0.3891500	0.6542142	0.8032694	0.2025017	0.9189931	0.4703236	0.7725641	1.0000000
1000	0.6143105	0.2167585	0.3950677	0.6570542	0.8010246	0.2028884	0.9180524	0.4703236	0.7725641	1.0000000

0	0.6222853	0.2268422	0.4060700	0.6637114	0.7952473	0.2036922	0.9162684	0.4703236	0.7725641	1.0000000
50	0.6280317	0.2299443	0.3890081	0.5482365	0.7616232	0.2036457	0.9181385	0.4791607	0.8113453	1.0000000
100	0.6406631	0.2388783	0.3544382	0.5454900	0.7533078	0.2032590	0.9204145	0.5017521	0.8270614	1.0000000
150	0.6497601	0.2477668	0.3334121	0.5514551	0.7520761	0.2029516	0.9179815	0.5213217	0.8334304	1.0000000
200	0.6540549	0.2537276	0.3256664	0.5546323	0.7522793	0.2033879	0.9120233	0.5333354	0.8360114	1.0000000
250	0.6557630	0.2570589	0.3239331	0.5558976	0.7511743	0.2045654	0.9054846	0.5396282	0.8370574	1.0000000
300	0.6571121	0.2592229	0.3240683	0.5570285	0.7479305	0.2060518	0.9001345	0.5426471	0.8374813	1.0000000
350	0.6593155	0.2615126	0.3248072	0.5589795	0.7431786	0.2074389	0.8963637	0.5440195	0.8376530	1.0000000
400	0.6625251	0.2645116	0.3260517	0.5618031	0.7380646	0.2085312	0.8938660	0.5446219	0.8377226	1.0000000
450	0.6662649	0.2681446	0.3278411	0.5650456	0.7334891	0.2093149	0.8921978	0.5448801	0.8377509	1.0000000
500	0.6699361	0.2719986	0.3300332	0.5681848	0.7298483	0.2098587	0.8910233	0.5449890	0.8377623	1.0000000
550	0.6673000	0.2719450	0.3501649	0.6863256	0.7601569	0.2103372	0.8870445	0.5367478	0.7989857	1.0000000
600	0.6571645	0.2649005	0.3865404	0.6912371	0.7660100	0.2113461	0.8823449	0.5148362	0.7832715	1.0000000
650	0.6503198	0.2579693	0.4085384	0.6872040	0.7646486	0.2122447	0.8843510	0.4951487	0.7769033	1.0000000
700	0.6481819	0.2541113	0.4174959	0.6858731	0.7620993	0.2119639	0.8910273	0.4827405	0.7743225	1.0000000
750	0.6483448	0.2527675	0.4205983	0.6861916	0.7621382	0.2105945	0.8983827	0.4761277	0.7732767	1.0000000
800	0.6481428	0.2521011	0.4217318	0.6859909	0.7657160	0.2088504	0.9042978	0.4729199	0.7728529	1.0000000
850	0.6462096	0.2506123	0.4219550	0.6842045	0.7714662	0.2072875	0.9083798	0.4714512	0.7726811	1.0000000
900	0.6426755	0.2478637	0.4212807	0.6810489	0.7775295	0.2061144	0.9110024	0.4708035	0.7726115	1.0000000
950	0.6384360	0.2442668	0.4197298	0.6773460	0.7827087	0.2053146	0.9126664	0.4705250	0.7725833	1.0000000
1000	0.6343704	0.2405019	0.4175855	0.6738520	0.7866125	0.2047918	0.9137528	0.4704073	0.7725719	1.0000000

0	0.6222853	0.2268422	0.4060700	0.6637114	0.7952473	0.2036922	0.9162684	0.4703236	0.7725641	1.0000000
50	0.3966176	0.2880776	0.7833083	0.6817817	0.2942315	0.2036748	0.9168971	0.4703236	0.7725641	1.0000000
100	0.4635577	0.5379001	0.9088489	0.8278448	0.1663526	0.2036546	0.9145683	0.4703236	0.7725641	1.0000000
150	0.5094715	0.7689011	0.9525925	0.8963196	0.1336755	0.2042336	0.9080104	0.4703236	0.7725641	1.0000000
200	0.5238976	0.8922410	0.9684945	0.9157766	0.1250622	0.2055327	0.9017578	0.4703236	0.7725641	1.0000000
250	0.5277883	0.9498117	0.9743692	0.9208355	0.1223240	0.2069827	0.8976699	0.4703236	0.7725641	1.0000000
300	0.5288658	0.9757759	0.9765410	0.9222698	0.1209953	0.2081309	0.8954314	0.4703236	0.7725641	1.0000000
350	0.5291994	0.9873600	0.9773402	0.9227454	0.1201136	0.2088739	0.8943176	0.4703236	0.7725641	1.0000000
400	0.5293211	0.9925158	0.9776329	0.9229338	0.1195048	0.2092964	0.8937936	0.4703236	0.7725641	1.0000000
450	0.5293742	0.9948163	0.9777400	0.9230220	0.1191123	0.2095168	0.8935549	0.4703236	0.7725641	1.0000000
500	0.5294009	0.9958493	0.9777794	0.9230684	0.1188792	0.2096253	0.8934481	0.4703236	0.7725641	1.0000000
550	0.9047758	0.9702577	0.7103175	0.9683816	0.6046755	0.2096997	0.8926470	0.4703236	0.7725641	1.0000000
600	0.8653730	0.7746652	0.6238751	0.8747778	0.7283264	0.2098871	0.8920511	0.4703236	0.7725641	1.0000000
650	0.7583150	0.5465432	0.5714500	0.7737601	0.7594194	0.2099080	0.8947717	0.4703236	0.7725641	1.0000000
700	0.6920305	0.3999974	0.5209480	0.7190105	0.7675147	0.2093082	0.9000071	0.4703236	0.7725641	1.0000000
750	0.6615715	0.3207818	0.4788756	0.6952764	0.7713016	0.2081631	0.9052970	0.4703236	0.7725641	1.0000000
800	0.6482557	0.2803927	0.4504077	0.6850805	0.7753955	0.2068973	0.9092679	0.4703236	0.7725641	1.0000000
850	0.6413894	0.2596910	0.4336007	0.6796675	0.7800024	0.2058406	0.9118091	0.4703236	0.7725641	1.0000000
900	0.6366855	0.2483622	0.4241602	0.6757889	0.7843064	0.2050940	0.9133286	0.4703236	0.7725641	1.0000000
950	0.6329134	0.2415041	0.4186412	0.6726106	0.7877392	0.2046136	0.9142460	0.4703236	0.7725641	1.0000000
1000	0.6298867	0.2369785	0.4150799	0.6700543	0.7901921	0.2043145	0.9148358	0.4703236	0.7725641	1.0000000

0	0.6222853	0.2268422	0.4060700	0.6637114	0.7952473	0.2036922	0.9162684	0.4703236	0.7725641	1.0000000
50	0.3157980	0.1367487	0.7862610	0.6637659	0.7952039	0.2036978	0.9162746	0.4686043	0.7526575	0.8185510
