YPR104C	YOR344C	YMR037C	YGL162W	YPR065W	YHL027W	YBR182C	YIL101C	YPL202C	YML007W
0.0	0.42368619740579266	0.0	0.0	0.3202845292136506	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	-0.4888985550496727	0.0	0.0	0.0
0.0	0.0	0.0	-0.373540609376505	0.0	0.0	-0.5430545285344124	0.5736102841706321	0.0	0.0
-0.9260895680636168	0.230410712683685	-0.8413750338368118	0.0	0.0	0.0	0.0	0.04167832391386189	0.0	-0.9413495108019561
0.0	0.0	0.0	-0.6523933904245496	0.0	0.0	0.0	0.0	0.0	0.0
-0.5864556469023228	0.0	-0.2707017371430993	-0.2906835835892707	0.7832389246643022	0.0	0.0	0.36727068367463805	-0.1454191035591066	0.0
-0.23152910475619137	0.447699781419821	-0.6585301808081567	-0.5290850850287825	0.0	0.0	0.0	0.0	0.0	0.0
-0.6577640592586249	0.0	-0.41445183544419706	0.0	0.4580807405028925	0.0	0.0	0.0	0.0	0.0
0.0	0.0	-0.6690430941525847	0.0	0.0	-0.4647418239619583	0.0	0.0	0.0	0.0
0.0	0.0	-0.912063610041514	-0.04073427431285381	0.0	-0.18990062037482858	0.0	0.3820055127521352	0.0	0.0
