YER040W	YEL009C	YDR259C	YPL177C	YML099C	YKR034W	YCL067C	YJL110C	YFL021W	YDR146C
0.0010505	1.1334486	1.0056832	0.0438887	0.9868473	0.9486451	0.9576075	0.0067542	0.0976266	1.0524649
0.0324230	0.0000000	1.1376170	0.1240015	1.0305976	1.0655328	1.0884560	0.0097196	0.0749205	0.9870800
0.9287619	1.0265161	0.0000000	0.0746847	0.8823167	0.8467128	1.0650720	0.0304554	0.2593014	0.9630511
0.9945429	0.4814347	0.9987891	0.0000000	0.9721361	0.8449045	1.0277202	0.0208728	0.1754375	1.0103908
0.8217935	0.5350325	0.4601398	0.9144050	0.0000000	0.8993698	0.9906689	0.0145493	0.2491616	1.0683845
0.9729526	0.5664666	1.0863510	0.0658458	0.9498076	0.0000000	1.0666555	0.0097574	0.1193095	0.9837631
0.8698636	0.5874883	1.1428524	0.0510011	0.9414887	0.9989481	0.0000000	0.0305137	0.2592595	1.0626109
0.8329338	0.5846130	0.9271024	0.0414829	0.8419188	1.0496565	1.0475767	0.0000000	0.2026565	1.1458302
0.9097337	0.5959342	1.0388839	0.0915725	0.9870113	0.9697284	0.8672792	0.0219016	0.0000000	0.9831204
0.9003463	0.6314898	1.0139083	0.0483112	0.9963680	0.9842426	1.0640523	0.0133592	0.0872533	0.0000000
