YKL112W	YML027W	YOR028C	YPL248C	YOL108C	YIR018W	YJR060W	YGL096W	YKL043W	YER111C
1.0703509	0.1534809	0.9860151	1.0935225	0.0008612	0.2480458	0.0742635	0.1017404	0.9359607	0.0762056
1.0137243	0.8848658	0.9610807	0.7349617	0.1999315	0.7246890	0.5444304	0.6895481	0.5461577	0.8110348
1.0181013	0.8992768	1.0325300	0.9457059	0.0332551	0.2831592	0.0343677	0.2846000	0.8094278	0.7489014
1.1245211	1.0284464	1.0208790	0.9627296	0.3549200	0.0061498	0.0248793	0.1992320	0.8368225	1.0369731
0.9686137	0.8953245	1.0190787	0.8316220	0.3111159	0.4075016	0.1906092	0.3514634	0.8559631	0.8607123
1.0022049	0.9618932	1.0695804	0.7834845	0.4100016	0.1573286	0.1582681	0.3392614	0.7570879	0.9863704
1.0640528	0.8593629	0.9437597	0.8763142	0.0447110	0.2320166	0.0596814	0.3037870	0.7696407	1.0135396
1.0381644	0.8897796	1.0607364	1.0451548	0.0502434	0.0391828	0.0646615	0.3299837	0.8458154	0.8243198
0.8590037	0.9409259	1.0128015	0.9983798	0.0064968	0.0937352	0.0116421	0.2449126	0.7599188	0.9506639
1.0925550	0.8536845	0.9474550	0.7318116	0.2423541	0.3775839	0.2271483	0.3408046	0.8530409	0.6359117
