"Time"	YKL112W	YML027W	YOR028C	YPL248C	YOL108C	YIR018W	YJR060W	YGL096W	YKL043W	YER111C

0	1.0000000	0.6679206	0.9998209	0.9882933	0.0802787	0.4909961	0.9099006	0.1236599	0.2369992	0.5313592
50	0.3730508	0.6397680	0.9998323	0.7869917	0.0804296	0.4910740	0.9097366	0.1264540	0.2831790	0.5310739
100	0.0925628	0.6155288	0.9998762	0.5881046	0.0839497	0.4911995	0.9060011	0.1436769	0.3363151	0.5306662
150	0.0323576	0.6055350	0.9999183	0.4885976	0.0971385	0.4920189	0.8912847	0.1707028	0.3668266	0.5282178
200	0.0208490	0.6029177	0.9999441	0.4423453	0.1202232	0.4947655	0.8647449	0.1958273	0.3815938	0.5199159
250	0.0187129	0.6046611	0.9999573	0.4172526	0.1468073	0.5001803	0.8334698	0.2138420	0.3887796	0.5032533
300	0.0183197	0.6101270	0.9999636	0.4007459	0.1703546	0.5077582	0.8051269	0.2251542	0.3931208	0.4795645
350	0.0182474	0.6187818	0.9999667	0.3891058	0.1880429	0.5161359	0.7833888	0.2320394	0.3966181	0.4530281
400	0.0182342	0.6294334	0.9999684	0.3809688	0.2002190	0.5239620	0.7682481	0.2365142	0.3997514	0.4279380
450	0.0182318	0.6405386	0.9999695	0.3753038	0.2084585	0.5304495	0.7580538	0.2397647	0.4024404	0.4068889
500	0.0182313	0.6507833	0.9999704	0.3712420	0.2142426	0.5354216	0.7510560	0.2423113	0.4045696	0.3905786
550	0.6451804	0.6894988	0.9999695	0.5418162	0.2182414	0.5390744	0.7462294	0.2410486	0.3600260	0.3785037
600	0.9256684	0.7223756	0.9999592	0.7168383	0.2154429	0.5415886	0.7473757	0.2234234	0.3080509	0.3700639
650	0.9858736	0.7384068	0.9999375	0.8215482	0.1980687	0.5422908	0.7625415	0.1961281	0.2783676	0.3668244
700	0.9973822	0.7447290	0.9999117	0.8876079	0.1705129	0.5398086	0.7904605	0.1717378	0.2643227	0.3725259
750	0.9995183	0.7443790	0.9998900	0.9297284	0.1431001	0.5338322	0.8218507	0.1549578	0.2580457	0.3887291
800	0.9999115	0.7384021	0.9998752	0.9549028	0.1219685	0.5257020	0.8487461	0.1449636	0.2549385	0.4124811
850	0.9999838	0.7283759	0.9998660	0.9689406	0.1079758	0.5173351	0.8681797	0.1393892	0.2527908	0.4384275
900	0.9999970	0.7166166	0.9998599	0.9764190	0.0994775	0.5101265	0.8807962	0.1361901	0.2507182	0.4619898
950	0.9999995	0.7052751	0.9998550	0.9803610	0.0944539	0.5046285	0.8885709	0.1340708	0.2485312	0.4808408
1000	0.9999999	0.6956783	0.9998504	0.9825262	0.0913518	0.5007670	0.8934167	0.1323743	0.2463560	0.4946679

0	1.0000000	0.6679206	0.9998209	0.9882933	0.0802787	0.4909961	0.9099006	0.1236599	0.2369992	0.5313592
50	1.0000000	0.6682178	0.9998212	0.9882912	0.0802768	0.3549788	0.8418727	0.1236598	0.2370900	0.5261520
100	1.0000000	0.6712518	0.9998215	0.9882897	0.0802804	0.1967066	0.7702293	0.1237227	0.2378966	0.4954658
150	1.0000000	0.6819831	0.9998234	0.9882648	0.0803506	0.1052066	0.7330135	0.1241223	0.2405929	0.4470021
200	1.0000000	0.7001736	0.9998284	0.9881413	0.0806825	0.0615131	0.7167414	0.1252711	0.2446580	0.4011397
250	1.0000000	0.7208566	0.9998359	0.9878093	0.0815294	0.0424847	0.7096170	0.1271864	0.2486099	0.3673542
300	1.0000000	0.7392729	0.9998438	0.9872175	0.0829541	0.0346455	0.7057681	0.1294357	0.2515947	0.3455954
350	1.0000000	0.7532592	0.9998504	0.9864265	0.0847479	0.0315436	0.7029393	0.1315273	0.2535364	0.3324045
