YMR037C	YGL162W	YPR065W	YHL027W	YBR182C	YIL101C	YPL202C	YML007W	YKL185W	YLR131C
0.0000000	0.4474268	0.7475032	0.7455746	0.1203946	0.0472302	0.2175766	1.1166514	0.4963103	0.9785639
0.0321511	0.0000000	0.7734318	0.4956774	0.0996628	0.0406545	0.2999577	0.9887429	0.4548475	0.9233067
0.0180455	0.0025582	0.0000000	0.4592408	0.0691009	0.0062926	0.2731330	0.9612796	0.3490405	0.9600140
1.0084134	0.4316496	0.6535694	0.0000000	0.3766201	0.1390131	0.2281489	1.0104777	0.7169013	1.0073031
1.0240764	0.4916681	0.8122861	0.7343373	0.0000000	0.0922708	0.3182906	0.9058625	0.4071514	1.0662566
0.9878599	0.5560469	0.8662326	0.7469207	0.0627539	0.0000000	0.3663628	0.8332647	0.4229976	0.9725221
0.9928976	0.5841715	0.8740325	0.8197216	0.0551291	0.0071411	0.0000000	0.8827509	0.4436634	1.0242596
0.0306541	0.0923157	0.0944738	0.4830634	0.0455007	0.0101328	1.0469719	0.0000000	0.4764262	1.0670427
1.0077999	0.5323553	0.7584775	0.6235665	0.3276542	0.1036419	0.3176423	0.8403091	0.0000000	0.9912693
1.0413115	0.4427103	0.5895784	0.4862377	0.7859603	0.3629020	0.7308065	0.4756132	0.7316337	0.0000000
