YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W	YKL112W	YML027W	YOR028C
0.0	0.0	0.0	0.0	0.0	-0.2780919815413654	0.0	-0.014199376106262207	0.0	-0.09752116841264069
0.5702277378030863	0.0	0.0	0.0	0.0	0.0	0.6448052815699918	-0.7387155862525105	0.0	0.0
0.34262373743958746	0.0	0.0	-0.36486268672160804	-0.39897388918325305	-0.02090813429094851	0.0	0.0	0.0	-0.8066861529368907
0.0	0.4595592748072866	0.0	0.0	0.0	-0.4803260376211256	0.0	0.0	0.0	0.0
0.36283213066317116	0.0	0.36466848935991286	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.41296453887381884	0.0	0.0	-0.8850514551158994	0.0	0.2989147998465194	0.0	0.0	0.0
0.2526617218126354	0.0	0.0	-0.5438633805606514	0.0	-0.5576101576443762	0.0	-0.5672681708820164	0.0	0.0
0.22827635405965124	0.0	0.0	-0.7065081987529993	0.0	0.0	0.0	-0.07612967072054744	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.7632492411954297	0.0	-0.41166143445298076	-0.9900742818135768
0.0	0.0	0.0	-0.7895644959062338	0.0	0.0	0.0	-0.014789356850087643	0.0	0.0
