YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W	YKL112W	YML027W	YOR028C	YPL248C
0.0000000	0.0556037	0.5930656	1.0000000	1.0000000	0.9999932	1.0000000	1.0000000	1.0000000	1.0000000
1.0000000	0.0000014	0.5930656	1.0000000	1.0000000	0.9999932	1.0000000	1.0000000	1.0000000	1.0000000
0.9999021	0.0555985	0.0000001	1.0000000	1.0000000	0.9999932	1.0000000	1.0000000	1.0000000	1.0000000
0.9999018	0.0556009	0.0019514	0.0000000	1.0000000	0.9999932	1.0000000	1.0000000	1.0000000	1.0000000
0.6102010	0.6281031	0.5930656	1.0000000	0.0000000	0.9999932	1.0000000	1.0000000	1.0000000	1.0000000
0.6102010	0.6281031	0.5930656	1.0000000	1.0000000	0.0000002	1.0000000	1.0000000	1.0000000	1.0000000
0.6102010	0.6281031	0.5930656	1.0000000	1.0000000	0.0008228	0.0000000	1.0000000	1.0000000	1.0000000
0.6102010	0.6281031	0.5930656	1.0000000	1.0000000	0.9999932	1.0000000	0.0000014	1.0000000	1.0000000
0.6102010	0.6281031	0.5930656	1.0000000	1.0000000	0.9999932	1.0000000	1.0000000	0.0000020	1.0000000
0.6102010	0.6281031	0.5930656	1.0000000	1.0000000	0.9999932	1.0000000	1.0000000	1.0000000	0.0000000
