YJR060W	YGL096W	YKL043W	YER111C	YLR182W	YLR183C	YPR104C	YOR344C	YMR037C	YGL162W
0.2118391	0.3274439	0.4705592	0.5365889	0.3009611	0.3761098	1.0000000	0.6084151	0.7484842	1.0000000
0.1138624	0.1550602	0.4522543	0.5667168	0.3009611	0.3761098	1.0000000	0.6873286	0.7385153	1.0000000
0.0539787	0.1076129	0.2252616	0.5696623	0.3009611	0.3761098	1.0000000	0.7341276	0.7275368	1.0000000
0.7805139	0.6382169	0.8941317	0.1089159	0.3009611	0.3761098	1.0000000	0.1485116	0.6612753	1.0000000
0.1606226	0.1787776	0.3061854	0.9319749	0.1504805	0.3761098	1.0000000	0.8896232	0.5839216	1.0000000
0.1559116	0.1757702	0.3027150	0.9446454	0.1404274	0.1880549	1.0000000	0.9109871	0.5735270	1.0000000
0.7994331	0.6694521	0.9568818	0.0560328	0.4743044	0.5978420	0.5000000	0.0353187	0.6569756	1.0000000
0.7153099	0.5511077	0.7474569	0.2257747	0.3009611	0.3761098	1.0000000	0.1609717	0.6808959	1.0000000
0.7152834	0.5510906	0.7474432	0.2257825	0.3009611	0.3761098	1.0000000	0.3003184	0.3338311	1.0000000
0.7152834	0.5510906	0.7474432	0.2257825	0.3009611	0.3761098	1.0000000	0.3211401	0.6642566	0.5001698
