YPL177C	YML099C	YKR034W	YCL067C	YJL110C	YFL021W	YDR146C	YHR084W	YBR083W	YLR256W
0.0	0.0	0.0	0.9596280087841083	0.0	0.0	0.0	0.0	0.0	0.0
0.6000174254726028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.7926728364545852	0.0
0.0	0.6904002589016108	0.8976210546194962	0.3794945387759585	0.0	-0.06588955712504685	-0.041120495880022645	-0.14252671614062612	0.0	-0.348910691216588
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.5394499409012496	0.0
0.0	0.0	0.0	0.8957757682198066	0.0	0.0	-0.18420770089142025	-0.07288136324618583	0.0	0.0
0.0	0.4268615776981114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	-0.06020913575775921	0.0	0.0	0.0
0.47431980153428077	0.0	0.0	0.0	-0.20913918246515095	0.0	0.0	-0.19215176781412785	0.0	0.0
0.0	0.0	0.20676497039193423	0.0	-0.8889889242127538	0.0	0.0	0.0	0.0	0.0
