YCR065W	YER040W	YEL009C	YDR259C	YPL177C	YML099C	YKR034W	YCL067C	YJL110C	YFL021W
0.2926834257216074	-0.20228865862612383	0.13175133485298368	0.3055285222157899	0.4008695895334017	-0.2638979341234977	-0.5259206004820264	-0.3725566217910538	-0.17317386937839402	0.1887786151136713
0.4890905118061819	0.039283398696724814	-0.8732585345762682	0.2395632651986002	-0.18526311067392806	-0.07407651398376926	0.17257835910158947	-0.296193872014331	-0.14721363104211485	-0.08589731339231348
-0.28298452644898175	0.019704666876973347	-0.5754292823322623	-0.2593111180284143	0.3617866207088656	0.10881069748183343	-0.3768339575761725	0.25511003610079425	0.10974346518383424	-0.07164053043221702
-0.21013784216024264	0.3758226044189488	0.12428154167221249	0.3387605486512399	-0.06655318035252428	-0.3385044214542799	-0.013171741307855696	-0.13621416195363895	-0.42326859033624503	0.08097329621320927
-0.09850954423630254	-0.30060170673941694	-0.20038560614641415	0.16939146603254768	-0.07050692308150873	-0.15208267167101142	-0.18072738910861139	-0.5053412650912785	0.21931016534755704	-0.10204173644532419
-0.30601314881401837	0.029609382851412	-0.25913921740922785	0.4799881364940636	0.029689950859436556	0.1306612067929365	-0.05668503932454779	0.1842972980065667	0.0024706358481569597	-0.2777396017628585
-0.10827107842056401	0.05759765554732553	-0.19655442283727634	-0.05834543566751732	-0.3744730934500331	0.21418111301817533	-0.2656417828041024	0.15201099320283568	-0.20498921924762692	0.041053394864974446
-0.12138580106298605	-0.02456181456966025	0.3605754182646928	0.3320718454527739	0.018516017207018107	0.30334068421757177	-0.07916825047541053	-0.3015461831040051	-0.0837025418422649	-0.09957952143343482
-0.16046430433989473	-0.4746361612215213	0.16276644714212665	0.11484614443773988	0.185521517096623	-0.07896981142854842	0.32369990431048834	0.11865051643057643	-0.15517224283235775	-0.1948703037111447
-0.24407995788084746	-0.09986816511450701	-0.21952611206121422	-0.04423288012716654	0.24555638581147865	0.10246088216961063	-0.24234235971438298	-0.3114385336931418	-0.29890310042707285	0.019260619227046197
