"Time"	YKL062W	YDR216W	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W	YKL015W	YKL109W	YGL035C

0	0.2182195	0.4243934	0.4965648	1.0382295	0.5820959	1.0431011	0.9530084	0.4016985	0.1651020	1.0193920
50	0.1931256	0.3897305	0.4614865	0.6839460	0.5243264	0.9376483	0.8995442	0.3097042	0.0505984	1.0178542
100	0.1845554	0.4288729	0.6060098	0.6857300	0.5302600	0.8977202	0.8322177	0.1121670	0.0183769	1.0729707
150	0.1925811	0.4098474	0.6649196	0.6626661	0.5010081	0.7600444	0.2540947	0.0492353	0.0083548	1.0625696
200	0.2142553	0.4102787	0.6563648	0.6350636	0.4117850	0.3073289	0.0766264	0.0129357	0.0025393	1.0289757
250	0.2329770	0.4059927	0.7118768	0.6133700	0.2273115	0.0549822	0.0516082	0.0014310	0.0053176	0.9896516
300	0.2741673	0.3253113	0.8042631	0.6132404	0.0763641	0.0191913	0.0424420	0.0033376	0.0043324	1.0281444
350	0.2129463	0.3520592	0.8089476	0.5895299	0.0358405	0.0081203	0.0480823	0.0002381	0.0024968	1.0117557
400	0.2090759	0.3537505	0.7138716	0.5965575	0.0286976	0.0037252	0.0610595	0.0021397	0.0040615	0.9743324
450	0.2153788	0.3233413	0.7792815	0.5855722	0.0405959	0.0104216	0.0530766	0.0025605	0.0052738	0.9401356
500	0.2243487	0.3284176	0.7806813	0.6011495	0.0281165	0.0047254	0.0366847	0.0037389	0.0095482	1.0062890
550	0.2299641	0.3331290	0.7846319	0.7671078	0.0300636	0.0057729	0.0328966	0.0029471	0.1274780	0.9728653
600	0.2439668	0.3064379	0.7667390	0.7875297	0.0349858	0.0047571	0.0167447	0.0345443	0.2123118	0.9563808
650	0.2250944	0.3560614	0.6338449	0.9447524	0.0248331	0.0062064	0.0364401	0.1820550	0.1833119	0.9407458
700	0.2503029	0.4195338	0.6299716	1.0031807	0.0143364	0.1974749	0.4919695	0.3503640	0.1965031	0.9536473
750	0.1813721	0.4263057	0.5448972	0.9536154	0.1146444	0.7003338	0.8569005	0.5010060	0.2443590	0.9591079
800	0.1976293	0.3875662	0.5260167	0.9822872	0.3535742	0.9794912	0.9896274	0.6254039	0.2237707	0.9423228
850	0.2193968	0.4433149	0.4887196	1.0057766	0.4724025	0.9932707	0.9239557	0.5917191	0.2438052	0.9688687
900	0.2099367	0.4204320	0.4792059	0.9814189	0.4858217	0.9894885	0.9878810	0.5686815	0.1955237	0.9666937
950	0.2208458	0.4000009	0.4259594	0.9449863	0.5147671	1.0008880	0.9602302	0.5007773	0.1817346	0.9289403
1000	0.1963524	0.3969689	0.4291226	0.9688779	0.5089882	0.9360471	0.9736668	0.4831659	0.1635179	0.9506220

0	0.2182195	0.4243934	0.4965648	1.0382295	0.5820959	1.0431011	0.9530084	0.4016985	0.1651020	1.0193920
50	0.2181069	0.2717158	0.4770737	0.7497307	0.5001928	0.9698878	0.9349087	0.4240998	0.1542573	0.9778572
100	0.1972718	0.2534453	0.5508919	0.6875065	0.5023251	0.9685306	1.0030454	0.1660895	0.1735238	0.9154287
150	0.2287417	0.2122641	0.6360999	0.6207162	0.5186169	0.9142065	0.8466381	0.0810626	0.2065316	0.9918350
200	0.2562897	0.1756837	0.6831141	0.6777503	0.5199974	0.9123722	0.5415825	0.0873783	0.2471347	0.8585089
250	0.2067843	0.1591621	0.6974359	0.5645935	0.4254483	0.7069107	0.4711905	0.1069547	0.2840310	0.9486083
300	0.2282124	0.1714147	0.7532216	0.6210933	0.4021327	0.6289791	0.5151022	0.1504170	0.2734680	0.9416722
350	0.2157922	0.1728960	0.7623988	0.6911237	0.3953649	0.8363245	0.7211601	0.1500084	0.3092779	1.0324055
400	0.1838609	0.1605902	0.7321290	0.6457417	0.4591123	0.9035374	0.6562754	0.0972701	0.2332806	1.1768913
450	0.2250726	0.1647185	0.7102603	0.6394539	0.4277478	0.7745230	0.4604560	0.0835309	0.1511984	1.1057981
500	0.2047672	0.1879758	0.6717218	0.6385679	0.4298092	0.6904539	0.4457034	0.0680478	0.2062838	1.0172336
550	0.1934992	0.3579167	0.7365677	0.8884193	0.3683424	0.5463456	0.1319205	0.1109542	0.1876572	1.1214557
600	0.2343693	0.3587679	0.6657295	0.9877753	0.3047170	0.3091176	0.1572145	0.1802084	0.1412728	0.9892205
650	0.2058267	0.3571361	0.5605910	0.9936088	0.2613440	0.5617788	0.4907391	0.2448451	0.1444168	1.0592743
700	0.2093164	0.4292742	0.4746921	0.9838419	0.3421533	0.8023175	0.6029336	0.2672148	0.1493646	0.9525059
750	0.2351345	0.4312494	0.4267070	1.0450916	0.3587274	0.8140329	0.8099171	0.3388817	0.1484839	0.9517912
800	0.2136946	0.3637651	0.4465947	1.0542369	0.4476441	0.8564478	0.8335319	0.3634184	0.1657123	0.9699588
850	0.2221159	0.4315101	0.4490864	1.0116554	0.4603790	0.9914691	0.9485787	0.3114987	0.1872102	0.9091125
900	0.2621240	0.4604856	0.5033284	0.9637180	0.4725441	0.9691109	0.9378269	0.2481450	0.1785458	0.9809108
950	0.2482192	0.4391112	0.4679345	1.0266557	0.5461277	0.9737927	0.9218338	0.3617780	0.1908008	0.9541601
1000	0.2569992	0.4741514	0.4528715	1.0172613	0.5873591	1.0147513	0.9409252	0.3869843	0.1705905	0.9086716

0	0.2182195	0.4243934	0.4965648	1.0382295	0.5820959	1.0431011	0.9530084	0.4016985	0.1651020	1.0193920
50	0.2415871	0.3502227	0.5248056	0.9638532	0.4816383	0.9400750	1.0191293	0.3523753	0.0673647	0.9411390
100	0.2320417	0.2509955	0.5022787	0.9479176	0.5204556	0.9416062	0.9909341	0.1784382	0.0169111	0.9467367
150	0.2125903	0.2848645	0.5439934	0.8871825	0.5713291	0.9470621	0.5169685	0.0378673	0.0096482	0.9407058
200	0.1748329	0.3010922	0.4617786	0.8952845	0.5209596	0.6095844	0.1152076	0.0105301	0.0117479	0.9250148
250	0.2149168	0.2764245	0.5639308	0.9443618	0.3563696	0.2531405	0.0316574	0.0014228	0.0083174	0.9577360
300	0.2082001	0.2473822	0.5298501	1.0020891	0.1804932	0.2254536	0.0395859	0.0000337	0.0063871	0.9810496
350	0.1999745	0.1937748	0.4100936	1.0174000	0.1274360	0.2181611	0.0428536	0.0008658	0.0112350	1.0586297
400	0.2032057	0.2557505	0.4084653	1.0721471	0.1111039	0.2416944	0.0362934	0.0000000	0.0012009	1.0319238
450	0.2336721	0.3048442	0.3730762	0.9919570	0.1184612	0.2358820	0.0338508	0.0002466	0.0006961	1.0417321
500	0.2070154	0.3265443	0.4193099	1.0398524	0.1349613	0.2451574	0.0477123	0.0000000	0.0036041	0.9466486
550	0.1990235	0.4458887	0.4132001	1.0275696	0.0501998	0.0279031	0.0462173	0.0179141	0.0929039	1.0329732
600	0.2350500	0.5243890	0.4139182	0.9825575	0.0250371	0.0051140	0.0388841	0.0583762	0.1637065	0.9714923
650	0.1901765	0.4650053	0.4819745	0.9863391	0.0174882	0.0400013	0.1316865	0.2859758	0.1636412	0.9699564
700	0.2624231	0.4355011	0.4640134	0.9391873	0.0616165	0.4908378	0.8033538	0.5408404	0.1848889	0.9678347
750	0.2318797	0.4259389	0.4921825	1.0711905	0.2589907	0.9897043	0.9627984	0.4946292	0.1628469	0.9253482
800	0.2366294	0.4894452	0.4355738	1.0057496	0.4151336	1.0102119	0.9155089	0.3862875	0.2093972	0.9351997
850	0.2382185	0.4099077	0.4315685	1.0190580	0.4998223	0.9841268	1.0117607	0.3647316	0.1575515	0.9957826
900	0.2286035	0.4388075	0.4578699	1.0340222	0.4860089	0.9497500	0.9597483	0.2684693	0.1677264	1.0268210
950	0.1818430	0.4236161	0.4606018	0.9261118	0.4713105	0.9570114	0.8970800	0.2717134	0.1811507	0.9233957
1000	0.2152942	0.4242160	0.4373298	0.9618774	0.4836640	0.9352705	0.9455250	0.3003393	0.1693704	0.9860607

0	0.2182195	0.4243934	0.4965648	1.0382295	0.5820959	1.0431011	0.9530084	0.4016985	0.1651020	1.0193920
50	0.2242673	0.4511023	0.4736186	0.9619129	0.9104377	1.0060115	1.0222018	0.6357297	0.1797137	0.9485310
