YML007W	YKL185W	YLR131C	YIL131C	YDR501W	YNL216W	YBR049C	YDL020C	YKL062W	YDR216W
0.8299415	0.7261200	0.6568246	0.6185362	0.3227510	0.1186721	0.6150767	0.0796500	0.6176670	0.7888447
0.5101425	0.6579625	0.5852401	0.5932540	0.1719917	0.0851434	0.8466997	0.3143987	0.7288865	0.5973470
0.7234438	0.9201571	0.6017794	0.5542116	0.0005439	0.0494107	0.7144209	0.1835111	0.6048343	0.6450885
0.6979855	0.8147262	0.7526259	0.4475479	0.2653153	0.0779902	0.6862733	0.0220345	0.6020187	0.8484556
0.5722020	0.7574975	0.7440739	0.6396557	0.1153498	0.0485618	0.6674325	0.3534376	0.3779027	0.7306696
0.4558094	0.6953194	0.7027696	0.5225913	0.1344711	0.0307951	0.6021705	0.2503486	0.8131273	0.8901885
0.4840480	0.7639298	0.6677519	0.5815163	0.1727236	0.0896263	0.6877969	0.0788399	0.6105321	0.5217413
0.4665030	0.6503798	0.5132415	0.5497847	0.3737385	0.1046172	0.6379454	0.3385601	0.5152830	0.7506648
0.5103114	0.7838528	0.8883463	0.7820961	0.0292450	0.1445907	0.5185402	0.3583531	0.5613835	0.7702759
0.4951829	0.7181788	0.6763023	0.6131941	0.0162806	0.0210740	0.7639889	0.0616468	0.5745808	0.6662194
