YIR023W	YKL112W	YML027W	YOR028C	YPL248C	YOL108C	YIR018W	YJR060W	YGL096W	YKL043W
0.0	0.0	0.0	0.0	0.0	-0.48205315228551626	-0.3478621032554656	0.0	-0.11511681298725307	0.21595823635516764
0.0	-0.6105005072895437	0.0	0.4784899141839689	0.0	0.0	0.0	0.0	0.0	-0.2686468399019718
0.8141306739591453	-0.9469231006223708	-0.10497388220392168	0.0	0.03229102299097403	0.0	0.0	0.0	0.0	-0.07659143548289238
0.913863120443413	0.0	0.0	0.0	0.0	-0.5021707101259381	0.0	0.16744428231273584	-0.2479413754772395	0.0
0.2115873907052371	-0.6890605818480253	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.7926933624141309	0.0	0.0	0.0	0.0	-0.5724485535174608	0.0	0.04590734686595193	0.0	0.0
0.09336437502060267	0.0	-0.9002883329521865	0.0	0.15256082632127627	0.0	0.0	0.0	-0.3686824021860957	0.0
0.7106587328773383	-0.024765555281192064	0.0	0.0	0.2772803664441727	-0.02027708338573575	0.0	0.0	0.0	0.0
0.0	-0.5821820609271526	0.0	0.0	0.0	0.0	0.0	0.4862386154558956	-0.1812247051857412	0.0
0.0	0.0	0.0	0.29706363842962147	0.6186248996994965	0.0	0.0	0.0	0.0	0.0
