"Time"	YDR259C	YPL177C	YML099C	YKR034W	YCL067C	YJL110C	YFL021W	YDR146C	YHR084W	YBR083W

0	0.4075920	0.5420413	0.8628413	0.8001998	0.8723247	0.5567385	0.9692352	0.6701875	0.4673726	0.7275722
50	0.4098742	0.5778213	0.8830173	0.8001160	0.7388186	0.5567740	0.9803806	0.6703128	0.4692025	0.7274157
100	0.4216166	0.6104857	0.8964503	0.8000638	0.6109036	0.5567982	0.9913217	0.6762582	0.4806171	0.7238389
150	0.4373873	0.6271970	0.9013393	0.8000305	0.5503369	0.5568145	0.9965640	0.6945227	0.4955887	0.7109332
200	0.4506968	0.6362264	0.9030876	0.8000089	0.5262137	0.5568248	0.9986465	0.7166092	0.5035166	0.6919839
250	0.4599471	0.6408158	0.9037286	0.7999949	0.5172822	0.5568312	0.9994086	0.7302407	0.5025728	0.6769955
300	0.4656373	0.6421839	0.9039639	0.7999860	0.5140945	0.5568351	0.9996757	0.7322782	0.4980422	0.6716104
350	0.4686361	0.6417670	0.9040488	0.7999804	0.5129791	0.5568375	0.9997658	0.7279514	0.4951622	0.6734802
400	0.4698564	0.6410437	0.9040787	0.7999769	0.5125931	0.5568390	0.9997938	0.7239609	0.4952411	0.6769360
450	0.4701638	0.6407922	0.9040886	0.7999748	0.5124602	0.5568399	0.9998014	0.7231964	0.4966797	0.6783937
500	0.4701905	0.6409790	0.9040918	0.7999734	0.5124145	0.5568404	0.9998034	0.7245746	0.4976940	0.6777442
550	0.4681771	0.6053029	0.8849765	0.7999726	0.6458433	0.5568403	0.9897627	0.7252149	0.4925852	0.6770289
600	0.4570702	0.5717112	0.8719079	0.7999724	0.7737150	0.5568383	0.9798477	0.7137297	0.4730696	0.6847219
650	0.4412644	0.5532706	0.8668000	0.7999732	0.8342595	0.5568357	0.9746858	0.6862595	0.4591835	0.7051736
700	0.4271429	0.5437008	0.8647088	0.7999746	0.8583712	0.5568337	0.9717990	0.6629108	0.4586410	0.7254101
750	0.4171050	0.5403626	0.8637011	0.7999762	0.8672966	0.5568322	0.9699703	0.6571418	0.4645114	0.7344550
