"Time"	YNL216W	YBR049C	YDL020C	YKL062W	YDR216W	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W

0	0.4970526	0.5910563	0.7278798	0.0990594	0.7034934	0.0163594	0.7137922	0.0048358	0.0469970	0.8840103
50	0.4018576	0.7611053	0.6485223	0.0503276	0.7058291	0.0263313	0.3024466	0.0008262	0.0133779	0.7671700
100	0.4689330	0.7743121	0.9143863	0.0627598	0.5875288	0.0081213	0.1722995	0.0040792	0.0130401	0.6325685
150	0.5911869	0.6632267	0.7578869	0.1291400	0.7273652	0.0437389	0.1781418	0.0030733	0.0062433	0.7108337
200	0.5897223	0.7496989	0.6790408	0.1435916	0.8507957	0.0481550	0.2300161	0.0030036	0.0071844	0.6696680
250	0.5501080	0.6653128	0.6781234	0.0647127	0.6814632	0.0394746	0.1299401	0.0067460	0.0166175	0.7949234
300	0.6009408	0.6323583	0.7391197	0.1710457	0.5497205	0.0282045	0.2106266	0.0070430	0.0030223	0.6450625
350	0.5503526	0.6129495	0.6055605	0.1162947	0.5868979	0.0684128	0.2346879	0.0021606	0.0087023	0.7868344
400	0.6306077	0.7558120	0.6715753	0.1089036	0.7260679	0.0150875	0.2706755	0.0034863	0.0084413	0.7747551
450	0.4876156	0.6861634	0.6807414	0.0677638	0.6026251	0.0188255	0.1973368	0.0118238	0.0044029	0.8767349
500	0.6606165	0.6401311	0.6785485	0.0595017	0.6893425	0.0337228	0.1550592	0.0119782	0.0202198	0.7814790
550	0.5128887	0.7522724	0.6307070	0.2083819	0.7956148	0.0132655	0.6491603	0.0013679	0.0126104	0.8340548
600	0.4701818	0.7114444	0.4988174	0.1183961	0.6739839	0.0411656	0.6159377	0.0008981	0.0003582	0.8057350
650	0.5111803	0.6124274	0.4883903	0.0951700	0.7659635	0.0225592	0.8766625	0.0000572	0.0116850	0.7344095
700	0.5736156	0.5357889	0.7593950	0.0632192	0.7106667	0.0166412	0.8034467	0.0007594	0.0082843	0.7622778
750	0.5112029	0.5825192	0.6757383	0.0711444	0.6409177	0.0133628	0.9156309	0.0007783	0.0140112	0.7430770
800	0.4614483	0.6294477	0.6208474	0.0710325	0.7871371	0.0153951	0.9883330	0.0022328	0.0075343	0.7570357
850	0.5937950	0.6508727	0.5792300	0.1426048	0.6947175	0.0295127	0.7523156	0.0026666	0.0010488	0.7176666
900	0.5736409	0.6118163	0.6575079	0.1102078	0.6547884	0.0422672	0.5871184	0.0001806	0.0068680	0.7747979
950	0.5853563	0.5041716	0.5802978	0.0698623	0.8152803	0.0242754	0.5859926	0.0000000	0.0189703	0.7225768
1000	0.4344209	0.4736715	0.6068632	0.0880072	0.6718729	0.0207346	0.7650986	0.0029408	0.0412961	0.7355688

0	0.4709983	0.5021044	0.7067867	0.0987060	0.7101315	0.0194351	0.8504534	0.0017719	0.0326135	0.8071071
50	0.6150579	0.7199256	0.6382467	0.1319453	0.7979109	0.0459921	0.3392027	0.0036436	0.0305597	0.8006774
100	0.5688246	0.7882859	0.5999595	0.1897081	0.8646822	0.0359616	0.2201675	0.0014681	0.0073722	0.6668160
150	0.6160863	0.7125880	0.4257329	0.2277418	0.6949152	0.0467969	0.1563784	0.0022221	0.0225889	0.6366171
200	0.5705330	0.6698659	0.2692375	0.2907618	0.6369531	0.0270261	0.2100812	0.0066995	0.0179908	0.6668840
250	0.5800188	0.6659894	0.2519000	0.3425196	0.6266033	0.0456766	0.2010788	0.0046929	0.0081117	0.7296583
300	0.4702541	0.6533560	0.1837647	0.2595510	0.8608128	0.0462327	0.1704776	0.0117002	0.0095755	0.8205239
350	0.4648117	0.5794588	0.2317173	0.2584970	0.6202612	0.0333093	0.1614364	0.0057921	0.0063538	0.6633520
400	0.4594586	0.6173111	0.2791683	0.3438107	0.6405538	0.0185747	0.2276173	0.0076538	0.0212796	0.7097526
450	0.5088112	0.6270038	0.2049831	0.3020818	0.6948258	0.0563236	0.1328151	0.0265492	0.0221826	0.7806379
500	0.4409763	0.6795962	0.1704777	0.3618879	0.7836820	0.0289636	0.2516299	0.0012873	0.0151193	0.8430269
550	0.4695376	0.2839734	0.1514696	0.2144069	0.7324279	0.0539633	0.6874903	0.0068854	0.0106323	0.8996759
600	0.4131226	0.2367441	0.4234287	0.1153388	0.9021285	0.0377164	0.6878666	0.0015418	0.0457548	0.6981924
650	0.2286272	0.2708474	0.6831235	0.0584924	0.8101251	0.0227806	0.7844312	0.0016833	0.0470611	0.7507154
700	0.3154610	0.4092365	0.7550905	0.0426208	0.7673297	0.0322477	0.7149603	0.0032117	0.0602313	0.7782999
750	0.3454985	0.5802736	0.7788636	0.0582239	0.6906532	0.0183695	0.9348941	0.0003699	0.0283477	0.8429247
800	0.3935498	0.5981297	0.7978135	0.0867670	0.6964493	0.0244124	0.8272073	0.0014900	0.0200542	0.6554274
850	0.4552500	0.5534909	0.8965709	0.0512358	0.6683488	0.0407137	0.8515650	0.0028701	0.0276090	0.7559038
900	0.5498516	0.6190009	0.7805806	0.0579655	0.6524754	0.0376013	0.8356978	0.0015435	0.0242329	0.7938150
950	0.4596573	0.6439879	0.8617989	0.0913243	0.6548243	0.0212887	0.7735663	0.0019300	0.0544649	0.8923237
1000	0.5156743	0.6286102	0.7221078	0.0520099	0.7812944	0.0361159	0.8387794	0.0021966	0.0101730	0.7543678

0	0.4780314	0.5545200	0.9279986	0.0591271	0.7817020	0.0217246	0.8723127	0.0016116	0.0222895	0.7848200
50	0.4874102	0.5430477	0.6909840	0.0880445	0.3707283	0.0033996	0.2568842	0.0038176	0.0163958	0.8165152
100	0.6848433	0.4944832	0.6257718	0.1820702	0.2441877	0.0002746	0.2306642	0.0028210	0.0166543	0.7482832
150	0.6282321	0.4857165	0.3061950	0.3577710	0.2003741	0.0022098	0.2090058	0.0006685	0.0147130	0.7662642
200	0.6615412	0.5484118	0.1981484	0.3026468	0.1740577	0.0004347	0.1924758	0.0005481	0.0078376	0.7512885
250	0.5883098	0.3705931	0.1989366	0.2963097	0.2836268	0.0071018	0.1798988	0.0011356	0.0271186	0.7995675
300	0.6130672	0.2547330	0.1608000	0.3852415	0.1795963	0.0019557	0.2210188	0.0080839	0.0083897	0.7142489
350	0.4866569	0.1971130	0.1916536	0.3333247	0.1616526	0.0016925	0.1623115	0.0099045	0.0151343	0.7040122
400	0.4873318	0.2065109	0.1981364	0.2646987	0.2478854	0.0015681	0.2123449	0.0039196	0.0283308	0.7334085
450	0.3860029	0.2749490	0.2976192	0.3411781	0.2625283	0.0418092	0.2074867	0.0086712	0.0289333	0.7613538
500	0.3868734	0.2088155	0.3221212	0.2799694	0.2183721	0.0085954	0.1968513	0.0127801	0.0850833	0.8158905
550	0.2875242	0.2353588	0.2924000	0.2712361	0.5907804	0.0440991	0.7061897	0.0343862	0.1009493	0.8091049
600	0.2602457	0.3304755	0.5131081	0.1198687	0.7044980	0.0098608	0.8671283	0.0157568	0.1100988	0.7624941
650	0.2959223	0.4229323	0.5384311	0.0502623	0.6543950	0.0331962	0.8179036	0.0311340	0.0478593	0.8161366
700	0.3025916	0.5667298	0.8070680	0.0181204	0.6643598	0.0338524	0.7041756	0.0448536	0.0323264	0.8969812
750	0.3348838	0.5733907	0.7428995	0.0321998	0.7277353	0.0558583	0.7505426	0.0255540	0.0237185	0.7706726
800	0.5007569	0.5398914	0.7541332	0.0666059	0.8111557	0.0060116	0.8448355	0.0091968	0.0170965	0.7206336
850	0.4289824	0.7286651	0.6658952	0.1198154	0.7562621	0.0086765	0.8514823	0.0191898	0.0117903	0.6337439
900	0.5838687	0.6258884	0.6084794	0.0792725	0.7379432	0.0178191	0.8009858	0.0092422	0.0358744	0.7490476
950	0.4735118	0.7028466	0.5662008	0.1196783	0.6944738	0.0206754	0.7347226	0.0063163	0.0220987	0.7938685
1000	0.4471171	0.6331600	0.5928602	0.0396835	0.7588087	0.0145757	0.7169248	0.0054567	0.0116248	0.7125990

0	0.7452210	0.6482631	0.6834430	0.0643183	0.8828995	0.0137175	0.8626243	0.0014582	0.0304078	0.7265374
50	0.4459678	0.6580100	0.7028716	0.0689518	0.7631049	0.0473533	0.7039179	0.0108437	0.0068433	0.8351948
100	0.3816137	0.7471451	0.6371963	0.0737944	0.6213600	0.0172495	0.6029342	0.0005621	0.0053750	0.8602325
150	0.7146202	0.8313687	0.6010082	0.0907933	0.7390545	0.0114412	0.5923257	0.0012652	0.0122653	0.7593248
200	0.5768845	0.6094345	0.7600099	0.1469256	0.7189904	0.0209202	0.7135918	0.0023771	0.0062921	0.6691113
250	0.5122394	0.6262418	0.6263892	0.0818915	0.8777538	0.0351170	0.6100918	0.0023272	0.0002188	0.8796742
300	0.5695452	0.6148113	0.5921891	0.1020140	0.6899664	0.0655324	0.7402764	0.0196589	0.0012741	0.7697829
350	0.4517647	0.6618205	0.5606483	0.1368436	0.7209209	0.0222214	0.6809742	0.0100791	0.0014530	0.7468895
400	0.4762781	0.4908857	0.6737203	0.1361284	0.6918409	0.0260870	0.6856452	0.0062688	0.0004014	0.7903030
450	0.4523423	0.5969385	0.5398389	0.0767321	0.7633474	0.0168014	0.6848556	0.0103547	0.0011556	0.7513998
500	0.4415820	0.5272384	0.5856542	0.1634221	0.8917244	0.0182098	0.6843410	0.0006917	0.0010643	0.8217015
550	0.3834173	0.4744497	0.7509548	0.1618863	0.7305128	0.0472257	0.9473713	0.0014058	0.0023524	0.7720831
600	0.4633090	0.5606585	0.6992601	0.0768954	0.7152561	0.0262671	0.8326458	0.0068973	0.0068760	0.6802763
650	0.4770894	0.7370284	0.5809078	0.0970069	0.6848216	0.0386064	0.6959375	0.0001269	0.0120474	0.7974840
700	0.5582790	0.6177358	0.6203984	0.1040263	0.7417724	0.0353321	0.8723013	0.0039231	0.0048502	0.7837579
750	0.4771048	0.6646444	0.6700684	0.1268761	0.6638100	0.0147612	0.7824541	0.0033819	0.0076712	0.7168472
800	0.6304660	0.5932468	0.6327930	0.1203619	0.6809484	0.0211867	0.6679436	0.0024776	0.0186143	0.7964287
850	0.4651890	0.5912101	0.7047241	0.1237940	0.7045375	0.0162778	0.7009595	0.0105127	0.0043358	0.9226617
900	0.5310995	0.7534654	0.6007721	0.1016903	0.6443841	0.0274189	0.7715303	0.0112067	0.0248387	0.8394289
950	0.5068971	0.6209514	0.6758608	0.0994797	0.7851475	0.0280595	0.7994141	0.0018899	0.0055815	0.7230402
1000	0.5660443	0.4618553	0.6045455	0.0719730	0.9607938	0.0315963	0.7123073	0.0038512	0.0096314	0.7921341

0	0.4430567	0.6203148	0.6519068	0.1311806	0.6899995	0.0160600	0.8622659	0.0116704	0.0388019	0.8580914
50	0.5418587	0.6656168	0.2089825	0.0708807	0.7512489	0.0137610	0.7490290	0.0124842	0.0066386	0.5553168
100	0.5724348	0.4468870	0.1663553	0.1387202	0.6966644	0.0226179	0.6605037	0.0067137	0.0109930	0.5550028
150	0.5023088	0.3611595	0.1204103	0.1780670	0.8449729	0.0334864	0.8082376	0.0042376	0.0140156	0.4555289
200	0.5363707	0.2033582	0.0976251	0.1213019	0.7363578	0.0256530	0.6676824	0.0017468	0.0182661	0.4497026
250	0.4731863	0.2357708	0.0921508	0.1003323	0.8723454	0.0271503	0.7630629	0.0009370	0.0632322	0.5207022
300	0.3666136	0.1707019	0.1466268	0.1117869	0.8741281	0.0320694	0.7108225	0.0098937	0.1051309	0.4904285
350	0.4469302	0.1933074	0.1018901	0.0575948	0.7844126	0.0119707	0.9168750	0.0174003	0.1969547	0.5459934
400	0.4816765	0.1704314	0.1381234	0.0891089	0.7145445	0.0087884	0.7039834	0.0974860	0.2643302	0.5109623
450	0.3340999	0.1557748	0.1343798	0.0465964	0.7610339	0.0265997	0.6753225	0.2479906	0.2306692	0.5115842
500	0.3071243	0.1695303	0.1562277	0.0669867	0.8017839	0.0344766	0.5508028	0.2993393	0.2031447	0.5858590
550	0.2724245	0.2266089	0.6283181	0.0797901	0.7714338	0.0162187	0.3648905	0.4550027	0.1655128	0.6987163
600	0.2257022	0.2862920	0.5808388	0.1274295	0.7047810	0.0116343	0.2004652	0.4397165	0.1175232	0.7519637
650	0.2669344	0.4508179	0.6878741	0.1288299	0.7899028	0.0732266	0.2475760	0.3188929	0.0907767	0.7607918
700	0.3219293	0.5248822	0.4518237	0.1766661	0.7007721	0.0478835	0.4246371	0.1510401	0.0350002	0.6768599
750	0.3610027	0.4693100	0.4494811	0.1019786	0.7179146	0.0383813	0.6499382	0.0801744	0.0315904	0.7959541
800	0.4121427	0.6305906	0.5786908	0.1061186	0.7206972	0.0482685	0.6112284	0.0189481	0.0246339	0.7071616
850	0.3773246	0.6477123	0.5940793	0.0603039	0.7984635	0.0249869	0.6561328	0.0159205	0.0199142	0.6497191
900	0.3555178	0.5624528	0.8817746	0.0741448	0.6891616	0.0365020	0.8315118	0.0187448	0.0197215	0.7087806
950	0.4984326	0.5919459	0.6586320	0.0830113	0.7993011	0.0251307	0.6928309	0.0082234	0.0258305	0.7524154
1000	0.4159946	0.6085005	0.7660820	0.0846101	0.7460784	0.0397871	0.7683554	0.0043142	0.0053860	0.8547649

0	0.5281295	0.6362323	0.7071709	0.1118013	0.7733789	0.0263176	0.5975715	0.0047648	0.0173243	0.7524130
50	0.5064793	0.5927686	0.3647234	0.1077550	0.7819742	0.0218825	0.8780721	0.0111105	0.0115216	0.7132458
100	0.5305022	0.5269344	0.3261286	0.0710471	0.8436075	0.0361450	0.8330607	0.0015382	0.0052804	0.7746643
150	0.5323360	0.4578769	0.3624045	0.0557448	0.7837067	0.0449443	0.7334103	0.0048776	0.0092526	0.8845322
200	0.4956911	0.3846793	0.4427237	0.0606927	0.7639155	0.0293278	0.6242570	0.0099390	0.0182876	0.6820210
250	0.4220928	0.4761816	0.3977147	0.0589506	0.6898509	0.0209486	0.8014227	0.0013315	0.0287973	0.6936213
300	0.4050800	0.4692981	0.3809720	0.0643316	0.7921855	0.0272030	0.9026305	0.0005553	0.0033757	0.7311442
350	0.3391512	0.5087578	0.4719605	0.0671689	0.9023520	0.0148429	0.8402572	0.0085270	0.0217686	0.7784815
400	0.3767089	0.4364113	0.5302470	0.0552084	0.7932886	0.0249382	0.7366961	0.0011827	0.0106828	0.7268312
450	0.4560568	0.4378896	0.4532929	0.0478290	0.6290598	0.0097884	0.7753464	0.0054445	0.0312678	0.8899465
500	0.3849620	0.4389938	0.4278242	0.0308192	0.7627108	0.0230060	0.8402032	0.0003705	0.0153174	0.7339736
550	0.4598916	0.4916610	0.7306948	0.0710784	0.8669596	0.0216634	0.6783603	0.0031076	0.0235032	0.7958484
600	0.4124829	0.5009270	0.7290643	0.1038934	0.8149539	0.0169573	0.7149467	0.0061076	0.0023218	0.6735224
650	0.5234641	0.6291495	0.7421708	0.0949013	0.6954245	0.0226617	0.7735011	0.0015406	0.0070426	0.7157360
700	0.4436801	0.6483606	0.6471963	0.0698951	0.6882486	0.0497122	0.7495739	0.0061522	0.0164766	0.7135655
750	0.3945440	0.6648401	0.8270089	0.0735449	0.6715337	0.0228288	0.7986373	0.0074535	0.0070397	0.8396670
800	0.3551843	0.6077366	0.7816924	0.0635880	0.7074429	0.0175204	0.7584884	0.0053127	0.0067447	0.8221428
850	0.4579850	0.4787559	0.8605560	0.0318750	0.6786318	0.0380742	0.8528623	0.0004958	0.0058731	0.8533779
900	0.4570387	0.5455091	0.7984857	0.0942446	0.6392139	0.0266647	0.7387046	0.0000000	0.0186744	0.8113762
950	0.4970102	0.6704351	0.7377928	0.0424481	0.6989723	0.0242309	0.8327162	0.0006476	0.0126236	0.6132551
