YIL131C	YDR501W	YNL216W	YBR049C	YDL020C	YKL062W	YDR216W	YDR451C	YMR016C	YNL167C
0.1071378	0.9907462	0.6399551	0.4162005	0.6620818	0.9995816	0.2026844	0.5222808	0.9996786	1.0000000
0.5001478	0.4953731	0.6399553	0.4162005	0.6620818	0.9995816	0.4488848	0.2732357	0.9996786	1.0000000
0.2235332	0.9608651	0.3342091	0.4291664	0.6466494	0.9808030	0.2400285	0.4628119	0.9996786	1.0000000
0.2184153	0.9583672	0.1952706	0.2138563	0.6537699	0.9457983	0.2403294	0.4660055	0.9996786	1.0000000
0.2126923	0.9962434	0.9570310	0.7812608	0.3311903	0.9999612	0.2351666	0.4697964	0.9996786	1.0000000
0.2126269	0.9964433	0.9800968	0.9518644	0.1645374	0.4999832	0.2351285	0.4698415	0.9996786	1.0000000
0.2142668	0.9907461	0.6399538	0.4162005	0.6620818	0.9995816	0.1178934	0.4688214	0.9996786	1.0000000
0.2142670	0.9907462	0.6399549	0.4162005	0.6620818	0.9995816	0.5177641	0.2344106	0.9996786	1.0000000
0.2142674	0.9907444	0.6398924	0.4161712	0.6621186	0.9996281	0.1599103	0.6137496	0.4998393	1.0000000
0.2142670	0.9907462	0.6399549	0.4162005	0.6620818	0.9995817	0.2356849	0.4689744	0.9972968	0.5000149
