YNL216W	YBR049C	YDL020C	YKL062W	YDR216W	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W
0.0000024	0.4851350	0.6868906	1.0000000	0.6329985	0.9945937	0.0509772	0.1100146	0.0447180	1.0000000
1.0000000	0.0000000	0.5588761	0.8318712	0.0287829	0.0455865	0.6005175	0.6822057	1.0000000	1.0000000
0.0710878	0.9999994	0.0000010	1.0000000	0.6338787	0.9965200	0.0451038	0.0983221	0.0298425	1.0000000
0.0710930	0.9998469	0.0187843	0.0000001	0.6338831	0.9965219	0.0451032	0.0983229	0.0298440	1.0000000
0.1945054	0.4851350	0.6868905	1.0000000	0.0000048	0.9945937	0.0509772	0.1100146	0.0447180	1.0000000
0.1945054	0.4851350	0.6868905	1.0000000	0.0266174	0.0000003	0.0509772	0.1100146	0.0447180	1.0000000
0.1945054	0.4851350	0.6868906	1.0000000	0.6355966	0.9999965	0.0000038	0.1100146	0.0447180	1.0000000
0.1945054	0.4851350	0.6868906	1.0000000	0.6354844	0.9997288	0.0225592	0.0000050	0.0447180	1.0000000
0.1945054	0.4851350	0.6868906	1.0000000	0.6346904	0.9982099	0.0375963	0.0809570	0.0000013	1.0000000
0.1920465	0.4878287	0.6838631	0.9953247	0.0287879	0.0455867	0.6005174	0.6822057	1.0000000	0.0000000
