YLR183C	YPR104C	YOR344C	YMR037C	YGL162W	YPR065W	YHL027W	YBR182C	YIL101C	YPL202C
-0.10303813012575103	-0.27997820326778383	0.30705705871911754	-0.14552712983454627	-0.3264153174475753	-0.10773632331286113	0.022656918530106797	0.5790214130784634	0.24728094591440597	0.19061575818510956
-0.0348633224090996	0.23337413336443505	0.09575320341392562	0.018157475777464058	0.3169144584244015	0.34655995821652585	-0.07770236082127674	-0.04432965933415766	-0.10261354051947522	0.06964261210991382
-0.022753850316437712	-0.13107600553434065	0.19027240078322807	0.33724223406561293	0.2769879985861973	-0.5004899461246853	0.04381299670412454	0.1758946331351709	0.08138690851915013	0.05541112527342664
-0.2471392753636681	-0.7605125583181827	0.18403411825672347	-0.08269845327566808	-0.4010106182875592	0.20900945806291493	0.20092144138819582	0.2631651576629015	-0.4551796483863239	-0.27902393560906
0.5288207374521414	0.20939206450065023	0.10874670079183846	-0.04377804686388691	-0.2608776021169446	0.19156408298704392	0.1362495248737845	0.22886645775425027	-0.024119446583273006	-0.5434642594337155
-0.2696970830138605	-0.10705177710696161	0.10841486865741233	0.18167849035729514	-0.21044108438144676	-0.04195512826173618	0.08810858836146761	-0.016854521520113692	-0.091652292315106	0.15192558165164113
0.27593441565321747	0.1221975540798242	-0.03080063181465951	0.04509148565459243	-0.01874677378802165	0.5698015547738053	0.1813021273846611	0.12113732681327784	0.08443917601233811	-0.09532158010233117
-0.20867671052818945	0.5395248228434826	-0.3821421403692129	0.22147330572315593	-0.023146233518775906	-0.07972362201186474	0.12784756467752675	-0.2919870423816262	-0.02513065165614304	-0.31573945330880876
-0.6542224725308292	-0.14739484387757007	0.11635748636603079	0.24937801182339944	0.019590876185865736	0.18515445066277464	-0.27996559394896525	0.1099006365316288	-0.35781949254116874	-0.20682358511454393
0.2875767131535419	-0.11314102425859614	0.13727011735073702	-0.010733914109015426	0.3215003481966507	-0.0013640536374768908	-0.14811430649806143	-0.16748040373743703	-0.323981828792223	0.024260738963348967
