YOL108C	YIR018W	YJR060W	YGL096W	YKL043W	YER111C	YLR182W	YLR183C	YPR104C	YOR344C
0.0000020	0.5446363	0.7030109	0.5617950	0.8428115	0.2977923	0.0631100	0.1213815	1.0000000	0.9849305
0.7023169	0.0000021	0.7030247	0.5617880	0.8428102	0.2977958	0.0631100	0.1213815	1.0000000	0.9849300
0.9999407	0.1122070	0.0000001	0.1086686	0.3774443	0.0624759	0.0631100	0.1213815	1.0000000	0.9999966
0.9999985	0.6405690	0.9999523	0.0000011	0.8782953	0.3640576	0.0631100	0.1213815	1.0000000	0.9932514
0.9999988	0.6404930	0.9996226	0.0241453	0.0000009	0.3640051	0.0631100	0.1213815	1.0000000	0.9932514
0.9999997	0.6406365	0.9995887	0.0258918	0.1087006	0.0000001	0.0631100	0.1213815	1.0000000	0.0004088
0.7023931	0.5446525	0.7030548	0.5617504	0.8427693	0.2977343	0.0000000	0.1213815	1.0000000	0.9996782
0.7022691	0.5446379	0.7030046	0.5618013	0.8428146	0.2977918	0.0628584	0.0000031	1.0000000	0.9849315
0.5257731	0.5182652	0.6381629	0.6471169	0.9446469	0.6425215	0.5898777	1.0000000	0.0000000	1.0000000
0.7023113	0.5446388	0.7030216	0.5617887	0.8428097	0.2977944	0.0631100	0.1213815	1.0000000	0.0000024
