"Time"	YJR060W	YGL096W	YKL043W	YER111C	YLR182W	YLR183C	YPR104C	YOR344C	YMR037C	YGL162W

0	0.7144730	0.5506296	0.7469767	0.2260012	0.3009611	0.3761098	1.0000000	0.3217897	0.6641599	1.0000000
50	0.7146956	0.5511239	0.7538884	0.1898561	0.3022271	0.4009691	0.5346139	0.1706388	0.6681500	1.0000000
100	0.7151879	0.5553009	0.7729548	0.1747145	0.3193549	0.4894053	0.3416300	0.1071556	0.6758744	1.0000000
150	0.7171686	0.5644256	0.7933168	0.1580130	0.3664386	0.6018323	0.2616045	0.0739709	0.6801063	1.0000000
200	0.7216116	0.5760342	0.8159324	0.1284443	0.4317302	0.6963058	0.2284199	0.0497976	0.6813553	1.0000000
250	0.7283707	0.5896200	0.8465718	0.0931424	0.4934625	0.7585230	0.2146590	0.0308488	0.6809188	1.0000000
300	0.7370420	0.6062148	0.8835806	0.0641423	0.5397749	0.7937604	0.2089528	0.0177023	0.6794325	1.0000000
350	0.7474168	0.6249269	0.9189027	0.0449847	0.5698928	0.8119224	0.2065865	0.0097117	0.6771950	1.0000000
400	0.7589394	0.6428528	0.9463473	0.0335616	0.5877443	0.8207326	0.2056053	0.0053427	0.6743763	1.0000000
450	0.7704802	0.6574930	0.9647689	0.0269870	0.5976601	0.8248363	0.2051984	0.0031220	0.6711616	1.0000000
500	0.7808396	0.6680336	0.9760558	0.0232014	0.6029047	0.8266946	0.2050297	0.0020380	0.6678192	1.0000000
550	0.7892778	0.6749291	0.9817492	0.0278699	0.6035699	0.7637132	0.6703458	0.0116267	0.6646501	1.0000000
600	0.7956107	0.6788577	0.9832058	0.0290510	0.5816402	0.6143811	0.8633007	0.0165703	0.6618922	1.0000000
650	0.8000019	0.6806573	0.9831609	0.0304554	0.5274767	0.5003399	0.9433142	0.0192763	0.6596689	1.0000000
700	0.8028007	0.6812494	0.9822334	0.0348788	0.4596149	0.4363872	0.9764938	0.0216740	0.6579990	1.0000000
750	0.8044246	0.6810934	0.9793993	0.0452489	0.3997541	0.4043041	0.9902526	0.0255180	0.6568282	1.0000000
800	0.8052151	0.6800237	0.9724153	0.0642503	0.3572528	0.3890000	0.9959580	0.0327917	0.6560638	1.0000000
850	0.8053206	0.6772735	0.9581390	0.0918108	0.3310229	0.3819050	0.9983239	0.0460351	0.6556110	1.0000000
900	0.8046314	0.6716156	0.9343266	0.1233955	0.3162693	0.3786801	0.9993050	0.0684318	0.6554021	1.0000000
950	0.8027767	0.6619224	0.9024428	0.1527464	0.3084826	0.3772369	0.9997118	0.1020850	0.6554072	1.0000000
1000	0.7992402	0.6480756	0.8677291	0.1758959	0.3045559	0.3765993	0.9998805	0.1441553	0.6555995	1.0000000

0	0.7144730	0.5506296	0.7469767	0.2260012	0.3009611	0.3761098	1.0000000	0.3217897	0.6641599	1.0000000
50	0.7146890	0.5507901	0.7483607	0.2085398	0.3899617	0.3761098	1.0000000	0.3072196	0.1748781	0.4819969
100	0.7149253	0.5524187	0.7627627	0.1656739	0.4141168	0.3761098	1.0000000	0.2641871	0.0504599	0.3476795
150	0.7159478	0.5602759	0.7949286	0.1305451	0.4206726	0.3761098	1.0000000	0.2144253	0.0188816	0.3128512
200	0.7196532	0.5761347	0.8328401	0.1094410	0.4224518	0.3761098	1.0000000	0.1650261	0.0109116	0.3038203
250	0.7274128	0.5958345	0.8651984	0.0980719	0.4229347	0.3761098	1.0000000	0.1236761	0.0089106	0.3014786
300	0.7384480	0.6141379	0.8881899	0.0920240	0.4230658	0.3761098	1.0000000	0.0942062	0.0083853	0.3008714
350	0.7505316	0.6283216	0.9029406	0.0885827	0.4231014	0.3761098	1.0000000	0.0753349	0.0082046	0.3007139
400	0.7616068	0.6381306	0.9119920	0.0863925	0.4231110	0.3761098	1.0000000	0.0639152	0.0080977	0.3006731
450	0.7705918	0.6444747	0.9175434	0.0848637	0.4231136	0.3761098	1.0000000	0.0571285	0.0080098	0.3006625
500	0.7772937	0.6484534	0.9210481	0.0837526	0.4231143	0.3761098	1.0000000	0.0530548	0.0079350	0.3006598
550	0.7820149	0.6509338	0.9228446	0.0904644	0.3341139	0.3761098	1.0000000	0.0534980	0.4978587	0.8186622
600	0.7852043	0.6520095	0.9172916	0.1172942	0.3099589	0.3761098	1.0000000	0.0702330	0.6208431	0.9529794
650	0.7871086	0.6498259	0.8974554	0.1511007	0.3034031	0.3761098	1.0000000	0.1028463	0.6511811	0.9878076
700	0.7874115	0.6420416	0.8664341	0.1786927	0.3016239	0.3761098	1.0000000	0.1458777	0.6582100	0.9968385
750	0.7853728	0.6286622	0.8336610	0.1966257	0.3011410	0.3761098	1.0000000	0.1911910	0.6593688	0.9991802
800	0.7804673	0.6123279	0.8063719	0.2069229	0.3010099	0.3761098	1.0000000	0.2302332	0.6589253	0.9997874
850	0.7728990	0.5964031	0.7868226	0.2125461	0.3009743	0.3761098	1.0000000	0.2592793	0.6579940	0.9999449
900	0.7636180	0.5831849	0.7740565	0.2157122	0.3009647	0.3761098	1.0000000	0.2789728	0.6571453	0.9999857
950	0.7539262	0.5734114	0.7660999	0.2177249	0.3009621	0.3761098	1.0000000	0.2916914	0.6568111	0.9999963
1000	0.7449841	0.5667247	0.7611436	0.2192322	0.3009613	0.3761098	1.0000000	0.2998309	0.6571468	0.9999990

0	0.7144730	0.5506296	0.7469767	0.2260012	0.3009611	0.3761098	1.0000000	0.3217897	0.6641599	1.0000000
50	0.7712350	0.5507557	0.7471217	0.2263923	0.2805228	0.2408902	0.9740414	0.3219838	0.6611163	1.0000000
100	0.7896209	0.5507813	0.7454643	0.2428884	0.2293881	0.2057689	0.9632771	0.3336325	0.6532090	1.0000000
150	0.7955421	0.5492117	0.7319699	0.2895228	0.1877241	0.1975616	0.9588133	0.3811230	0.6445911	1.0000000
200	0.7968467	0.5413164	0.6984404	0.3478195	0.1645149	0.1961156	0.9569624	0.4735541	0.6326071	1.0000000
250	0.7947137	0.5227201	0.6528324	0.3943593	0.1538148	0.1961264	0.9561948	0.5830394	0.6099388	1.0000000
300	0.7879318	0.4947296	0.6097803	0.4235769	0.1494552	0.1963231	0.9558765	0.6751064	0.5728234	1.0000000
350	0.7754419	0.4635952	0.5771148	0.4401117	0.1478542	0.1964659	0.9557445	0.7378920	0.5290014	1.0000000
400	0.7577219	0.4355948	0.5552212	0.4494930	0.1473293	0.1965448	0.9556898	0.7757450	0.4906870	1.0000000
450	0.7368778	0.4138798	0.5413947	0.4554811	0.1471838	0.1965839	0.9556671	0.7969492	0.4640442	1.0000000
500	0.7157414	0.3985895	0.5326804	0.4601624	0.1471569	0.1966021	0.9556577	0.8083921	0.4487112	1.0000000
550	0.6091463	0.3883315	0.5267553	0.4664380	0.1671769	0.3359195	0.9816124	0.8123744	0.4453982	1.0000000
600	0.5612874	0.3813005	0.5216076	0.4712734	0.2186968	0.3705299	0.9923751	0.7846796	0.4559956	1.0000000
650	0.5357502	0.3760192	0.5186176	0.4563170	0.2612897	0.3774022	0.9968381	0.7065422	0.4797218	1.0000000
700	0.5200192	0.3732590	0.5240566	0.4172698	0.2849136	0.3778268	0.9986889	0.6158195	0.5200522	1.0000000
750	0.5104668	0.3764955	0.5420410	0.3726971	0.2954892	0.3772114	0.9994563	0.5468169	0.5703632	1.0000000
800	0.5080649	0.3884389	0.5694198	0.3378874	0.2995167	0.3766959	0.9997745	0.5018546	0.6169019	1.0000000
850	0.5151202	0.4078270	0.5990486	0.3149856	0.3008030	0.3763959	0.9999065	0.4721333	0.6512055	1.0000000
900	0.5318453	0.4303238	0.6253064	0.2997005	0.3011041	0.3762429	0.9999612	0.4504877	0.6723121	1.0000000
950	0.5552507	0.4516832	0.6464161	0.2875926	0.3011122	0.3761699	0.9999839	0.4330613	0.6827699	1.0000000
1000	0.5808684	0.4697639	0.6633393	0.2765167	0.3010623	0.3761363	0.9999933	0.4178858	0.6859219	1.0000000

0	0.7144730	0.5506296	0.7469767	0.2260012	0.3009611	0.3761098	1.0000000	0.3217897	0.6641599	1.0000000
50	0.7226590	0.5841972	0.2224760	0.2258762	0.3009611	0.3761098	1.0000000	0.3199553	0.4607704	0.4574262
100	0.7231755	0.4580623	0.1182073	0.2253245	0.3009611	0.3761098	1.0000000	0.3146025	0.4080610	0.3167377
150	0.6821614	0.3728037	0.0975191	0.2254024	0.3009611	0.3761098	1.0000000	0.3095267	0.3962068	0.2802574
200	0.6116530	0.3389323	0.0933729	0.2286297	0.3009611	0.3761098	1.0000000	0.3072537	0.4016062	0.2707981
250	0.5409282	0.3274469	0.0922129	0.2374397	0.3009611	0.3761098	1.0000000	0.3093551	0.4178597	0.2683453
300	0.4875064	0.3237292	0.0910882	0.2531404	0.3009611	0.3761098	1.0000000	0.3174958	0.4393200	0.2677093
350	0.4534471	0.3224213	0.0892665	0.2743592	0.3009611	0.3761098	1.0000000	0.3324730	0.4600801	0.2675444
400	0.4338258	0.3217345	0.0867169	0.2969932	0.3009611	0.3761098	1.0000000	0.3527714	0.4760077	0.2675016
450	0.4230833	0.3211300	0.0837983	0.3168378	0.3009611	0.3761098	1.0000000	0.3747545	0.4856704	0.2674905
500	0.4172028	0.3205072	0.0809831	0.3318507	0.3009611	0.3761098	1.0000000	0.3947152	0.4897706	0.2674877
550	0.3695759	0.1673576	0.5305301	0.3440179	0.3009611	0.3761098	1.0000000	0.4162861	0.6932631	0.8100607
600	0.2917688	0.2850422	0.6074281	0.3731979	0.3009611	0.3761098	1.0000000	0.4458756	0.7541521	0.9507490
