YDR501W	YNL216W	YBR049C	YDL020C	YKL062W	YDR216W	YDR451C	YMR016C	YNL167C	YGL181W
-0.029516948150114613	0.16136339587781198	-0.06669956573751441	-0.17353413566702816	0.4970868326022036	-0.5963681226513164	-0.35494849402037226	0.032230961172209055	0.09519423365649844	0.29921311333319184
0.17943510662068157	0.09946498113756627	-0.1345382858530245	-0.65267980699126	-0.2780399903158255	0.11491275096658778	-0.09057056359708657	-0.07097230271255903	0.1603323942783053	-0.08238230535216762
-0.03007305927905998	-0.20602383736841487	-0.26436121456620026	-0.13987361174283405	-0.40524798065926937	-0.1800098489897546	0.2942683490533045	0.16621483232951192	-0.06066393495407822	-0.33256847458550653
0.0706659877849886	0.25123329349472856	-0.17835162694732967	0.19659171845386558	-0.13528196010938295	0.2730645114649458	-0.05021162513458585	0.6488811030610675	-0.18196546629183186	0.6784177453370401
0.27819797928365314	0.2343169776616826	0.05376655275414298	-0.02343113900653111	0.5443718140042352	-0.40182922797440174	0.49374449480843996	-0.33705474577849465	-0.2165797325993482	-0.17698648489910787
0.4576608519291801	-0.1303891943738571	0.2448200416620741	0.0011429520860526923	0.3308759310130583	0.059786538383357755	0.22620369127825524	0.1154501536295182	-0.5532775547167107	0.16789466692826782
0.45773260157249335	0.16535044602186533	-0.06531251655072938	0.643299980952279	-0.07777497545466898	0.03571061210125298	-0.023832669579097816	0.03507323086032094	0.1839574287994277	-0.13242524851137638
-0.5291365623586503	0.37177212590182696	-0.16679247956584828	-0.09595592677673419	-0.2571508987212588	-0.07485214571506187	0.1866836262103086	0.23381923311478806	0.21063181066461403	0.050319675027844776
-0.10371630006935104	0.12307428077347092	-0.02336191692407656	0.15250437529341826	0.07315677100102608	0.06883581716273011	-0.08984115210707165	-0.051983531631509754	0.05133850072834619	0.023895005805673202
-0.4336542640749767	0.1267402798225017	0.16373311840962881	-0.15567632347038518	0.3123854675646044	0.3943248536435565	-0.23500705013038173	0.1224415485367094	-0.10710662546148483	0.3718061752773442
