YFL021W	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W	YKL112W	YML027W
0.0000001	0.2423274	0.4392120	0.4998735	0.4783824	1.0000000	1.0000000	0.5060620	1.0000000	1.0000000
0.6389998	0.0000002	0.4392236	0.4998779	0.4783824	1.0000000	1.0000000	0.5060620	1.0000000	1.0000000
0.6422749	0.0179061	0.0000009	0.3835965	0.4783824	1.0000000	1.0000000	0.5060620	1.0000000	1.0000000
0.7246633	0.2717360	0.9999965	0.0000005	0.4783824	1.0000000	1.0000000	0.5060620	1.0000000	1.0000000
0.7220772	0.2632399	0.6148736	0.4064329	0.0000000	1.0000000	1.0000000	0.5060620	1.0000000	1.0000000
0.6832440	0.1449577	0.2510513	0.6404834	1.0000000	0.0000000	1.0000000	0.5060620	1.0000000	1.0000000
0.4969176	0.9347241	0.4392236	0.4998779	0.4783824	1.0000000	0.0000000	0.5060620	1.0000000	1.0000000
0.9933808	0.2423271	0.4392283	0.4998715	0.4783824	1.0000000	1.0000000	0.0000000	1.0000000	1.0000000
0.6020962	0.2423288	0.4392109	0.4998771	0.4783824	1.0000000	1.0000000	1.0000000	0.0000000	1.0000000
0.7156045	0.2423288	0.4392109	0.4998771	0.4783824	1.0000000	1.0000000	0.5060620	1.0000000	0.0000004
