YER040W	YEL009C	YDR259C	YPL177C	YML099C	YKR034W	YCL067C	YJL110C	YFL021W	YDR146C
0.4831856	0.9536758	0.9925777	0.0646674	0.7980337	0.9810963	0.9990853	0.0164603	0.2874182	1.0000000
0.6142690	0.4382526	0.9925797	0.0646570	0.9708374	0.9753648	0.9992860	0.0150057	0.1341029	1.0000000
0.8635166	0.6364013	0.4964498	0.0646598	0.9025477	0.9452915	0.9985000	0.0197010	0.2115766	1.0000000
0.8606156	0.6324278	0.9978012	0.0323405	0.9044637	0.9458289	0.9985217	0.0195661	0.2098915	1.0000000
0.8606271	0.6324535	0.9925293	0.0649248	0.4523196	0.9458294	0.9985217	0.0195658	0.2098992	1.0000000
0.8606385	0.6324493	0.9925795	0.0646581	0.9398712	0.4631974	0.9966727	0.0262117	0.1754187	1.0000000
0.8606271	0.6324534	0.9925792	0.0646597	0.9044660	0.9458294	0.4995846	0.0195658	0.2098992	1.0000000
0.8606379	0.6324563	0.9925792	0.0646597	0.9033510	0.9745591	0.9997883	0.0095685	0.2109350	1.0000000
0.8606379	0.6324563	0.9925798	0.0646565	0.9849798	0.9581958	0.9992486	0.0152201	0.1051730	1.0000000
0.8606396	0.6324504	0.9925798	0.0646564	0.9877482	0.9586738	0.9992703	0.0150661	0.0976450	0.5000019
