YCR065W	YER040W	YEL009C	YDR259C	YPL177C	YML099C	YKR034W	YCL067C	YJL110C	YFL021W
0.0	0.0	-0.35304550221189857	0.0	0.0	0.0	0.0	0.0	-0.08886636526856118	0.37523576307662615
0.0	0.0	-0.11791923362761736	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.9750793247188784	0.0	0.0	0.0	0.0	0.0	-0.5547522669658065	0.0	0.0
-0.7249882470350713	0.0	0.0	0.7646773354824273	0.0	0.0	0.0	0.0	0.0	0.3133529396037836
0.0	0.6646228844005025	-0.4394051895942539	0.0	-0.12208732543513179	0.0	0.0	-0.775583867682144	0.0	0.0
0.0	0.7310051554053433	0.0	0.2637181910428791	0.0	0.0	0.0	0.0	-0.16897974036234908	0.0
-0.09440964553505182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.4072493397801526	-0.451781417010352	0.0	0.0	0.0	0.0	-0.34284845856018364	0.0	0.12791748780377993
-0.35134947625920177	0.0	0.0	0.0	-0.6879840770270675	0.0	-0.012824812205508351	0.0	0.0	0.0
0.0	0.4153364306952216	0.0	0.7833692300807326	0.0	0.0	0.0	-0.7317130896262825	0.0	0.0
