YML027W	YOR028C	YPL248C	YOL108C	YIR018W	YJR060W	YGL096W	YKL043W	YER111C	YLR182W
0.0000000	0.4567813	0.5925755	0.7309937	0.1830767	0.3516898	0.0217186	0.7270946	0.0489993	0.7713485
0.1442093	0.0000000	0.6084201	0.5710894	0.1345339	0.4001610	0.0159036	0.6688971	0.0314835	0.5797255
0.1020591	0.4160703	0.0000000	0.7780383	0.1665761	0.4552185	0.0317371	0.7582772	0.0743978	0.6690438
0.0644113	0.5900056	0.5720632	0.0000000	0.2000251	0.3548800	0.0156818	0.7064244	0.0740034	0.5528883
0.1796180	0.3694121	0.6123199	0.6240215	0.0000000	0.3584185	0.0170396	0.6572109	0.1192669	0.6578661
0.1332014	0.4456214	0.5891042	0.7298811	0.0090590	0.0000000	0.0246430	0.6772066	0.0292388	0.6834081
0.1249362	0.4476675	0.6164889	0.6846357	0.4225173	0.7063836	0.0000000	0.7126371	0.2410559	0.7442139
0.0752654	0.0614364	0.0398591	0.0472966	0.0201168	0.0754719	0.7616781	0.0000000	0.0485354	0.6908122
0.1546958	0.3988043	0.6403585	0.7261747	0.0878984	0.3348921	0.0526033	0.5102961	0.0000000	0.6861481
0.7371400	0.3123793	0.7285541	0.6693529	0.0833469	0.2735466	0.0323620	0.4384414	0.2309298	0.0000000
