YIL101C	YPL202C	YML007W	YKL185W	YLR131C	YIL131C	YDR501W	YNL216W	YBR049C	YDL020C
0.131844861984712	-0.071039933862594	-0.15864024105354504	0.3006788723879547	0.325896626072662	-0.30288238381752786	-0.11868266953609845	-0.397870056652	-0.09639091952904588	0.055139353536711025
-0.26764175151298314	0.29481914828118544	-0.3524839619482949	0.4174942204432427	0.026466342639245084	-0.04037660659544744	-0.0872042144673812	0.13858024453456186	-0.6537439809380375	0.060859161434740294
0.027656293590146677	-0.09909835487637383	-0.12316664806428536	0.09839442280287601	0.22285202049737945	-0.010683781142318946	-0.018192043822876622	-0.1369674924445016	0.18059884684715488	0.19860146610628757
-0.13431227881524505	0.2977795522955957	0.007760451832185093	-5.656642859870013E-4	0.18880102322513606	-0.15261473503077455	0.3886456378048147	-0.46151456713302247	0.12943896593774312	-0.026498415487752974
0.39891839111312294	0.044362561100933444	0.07706907902425636	0.3293139316910792	-0.4874883454836028	-0.11136172474985026	0.23681770383769646	0.06783525444261325	0.25970020435374036	0.0053374407401455964
-0.21606045870978735	0.18856544573156508	0.14712830569086469	0.14512244936908833	-0.2631270961212768	-0.034586689681863556	-0.09031409640496878	-0.2040742237626638	-0.36805140328199715	-0.19686174497512365
0.2848633211270743	-0.08864327508174767	-0.11156735509363307	-0.10874254883133047	0.10991399932358523	-0.22436235487780126	0.14626187282786607	-0.23533462128255472	0.19150329474018027	0.41360022389544976
0.44632853476792567	-0.3562442403326511	0.40088955827369943	0.25949343198652775	0.08449429546042689	0.25765186738591134	-0.06277223884819844	-0.3588379216693585	-0.3165345880642919	0.3152269385334226
-0.04847109794101079	-0.1429282212985875	0.08436026216537894	0.2543488976560621	-0.008149840228431298	0.11510992756952301	-0.1042953405651949	-0.01024619701049678	-0.2603801632861105	0.14884306986050197
0.24766211895450307	0.22603945685698795	-0.026295252298532235	-0.12174109426615062	0.2190911373830367	0.02903929619031489	-0.3215701047615891	-0.20190446142860205	0.471886233425693	0.23795246467189266
