YGL035C	YGL209W	YCR065W	YER040W	YEL009C	YDR259C	YPL177C	YML099C	YKR034W	YCL067C
0.0	-0.00899776816368103	0.0	0.0	0.0	0.0	0.0	0.0	0.8081741942794791	0.0
0.0	-0.2376596312969923	0.0	0.0	0.0	0.0	0.8439137358072712	0.0	0.7432673147184572	0.0
-0.6617379074450582	0.0	0.0	0.6202761690421109	0.0	1.74754485586473E-4	0.0	-0.7891655187122524	0.3494465858446232	-0.14495350583456457
0.0	-0.193456478882581	0.0	0.4640471014482979	0.3502920218520569	0.615793441375816	0.07681148427944025	0.0	0.6918312273690275	0.0
-0.5668531828559935	0.0	0.0	0.0	0.0	0.10579964513900299	0.0	0.0	0.0	0.0
-0.0012073961552232504	-0.3442365739028901	0.0	0.0	0.0	0.8379655451980473	0.63511161574568	0.0	0.4969161504184625	-0.026829284615814686
0.0	0.0	0.0	0.0	0.26116676766059865	0.0	0.6865488483890458	0.0	0.0	-0.43270208197645843
-0.7935561949852854	0.0	0.0	0.0	0.0	0.0	0.0	-0.807312339078635	0.0	0.0
-0.7957797090057284	0.0	0.0	0.0	0.0	0.0	0.0	-0.16563530615530908	-0.07572920785715964	0.0
0.0	0.0	0.0	0.8363088645329778	0.3408178142049121	0.5367222628091516	0.0	0.0	0.0	0.0
