YGL071W	YKL015W	YKL109W	YGL035C	YGL209W	YCR065W	YER040W	YEL009C	YDR259C	YPL177C
-0.09720665833655494	0.15485625810673256	0.06523069962001551	0.025347790924821086	-0.13429560268277319	0.12692017181550083	-0.0734318634945208	0.12299553938201922	-0.27126227658344404	0.08892821276750774
-0.10902778204235593	0.18837184581376046	-0.3490089770037992	-0.12855154856359433	0.15891072245173615	0.3089755559100584	0.1601615745548735	-0.353213656080168	-0.02267907440875537	-0.1188837168236685
-0.053360374413439354	-0.28304341965281804	-0.3921607197318483	-0.1563041395916503	0.06318104103701395	0.06321249941764469	-0.14881120980719106	0.1141733067960561	0.301707750903774	0.15990020081312592
0.22015788992805424	0.016981282798051594	0.03906684580548741	0.19943469232383643	-0.3131815141305771	0.27228196988315123	0.19319191552349538	-0.10075174893903259	0.39966578214643045	0.38946031548823823
0.19538383414830948	0.12380172627574058	0.2468275718628974	-0.16797893824031443	-0.13248977391087302	0.1370843157332111	0.09746665705159605	-0.15085418674937437	0.5622751357215213	-0.1387062660616438
-0.004400927781840728	0.12864044250188664	0.09794081255703757	0.5540366362387702	-0.365462703543951	0.3354889147802052	-0.1636010948202473	-0.9265577517333473	-0.09295801597534471	-0.06284650310163817
-0.12428568603857361	-0.5849665966263993	0.13300911289104037	-0.07265609156186809	-0.13726895995169397	-0.19600119926345821	0.5554536986556677	-0.27458177145777385	0.1679920319024571	-0.7250112837893298
0.28919517108056764	0.17584677392264533	-0.14309562222670733	-0.1868366038826713	0.33333251822896925	0.3339924698406551	-0.16457949009961553	-0.04633739525978152	-0.31367389651731287	-0.021722452393118534
-0.34498856963671537	0.19773487405295254	-0.2806948259958303	-0.5114336191297758	-0.00623689640147722	-0.45232939993315163	-0.14659299626442457	-0.14775572870987955	0.07196139357863142	-0.13408763099539536
-0.22059860441701754	0.2642424262398403	0.2384126568949651	-0.4732191019750253	-0.18060658902281482	-0.3669561596493101	0.004558470859708875	0.025939372740809374	-0.28298333217748334	-0.17859690810378265
