YBR049C	YDL020C	YKL062W	YDR216W	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W	YKL015W
0.0000000	0.4228085	0.5777137	0.0355612	0.5730959	0.6564920	0.6888629	0.4404865	0.1702993	0.2156115
0.9590819	0.0000000	0.4934020	0.0492187	0.5196982	0.4873354	0.5524029	0.1654421	0.0078726	0.0137114
0.8674956	0.0228857	0.0000000	0.0446718	0.7409543	0.5576543	0.4512622	0.1403957	0.0446778	0.0029553
0.6655098	0.4212981	0.6306876	0.0000000	0.6461161	0.6190137	0.5975850	0.3384874	0.1933097	0.1962874
0.7808787	0.2826405	0.6389332	0.9525720	0.0000000	0.6029142	0.6165894	0.2568662	0.0369317	0.0028399
0.9151924	0.0159565	0.0085825	0.6864162	0.0739952	0.0000000	0.6210805	0.2085399	0.0169081	0.0268479
0.7596817	0.0117179	0.0046597	0.6639500	0.0383191	0.0718616	0.0000000	0.2823230	0.0218575	0.0076012
0.8326623	0.1567048	0.1633250	0.2585327	0.1087457	0.1821197	0.0342113	0.0000000	0.0255749	0.0523346
0.9614074	0.3372971	0.6869151	0.0629621	0.7108559	0.5698409	0.6853211	0.3297232	0.0000000	0.2486565
0.7447289	0.3603977	0.7442514	0.0825272	0.6498400	0.4882079	0.6442518	0.2462918	0.0091289	0.0000000
