YGL096W	YKL043W	YER111C	YLR182W	YLR183C	YPR104C	YOR344C	YMR037C	YGL162W	YPR065W
0.5324944	0.0610112	0.0808143	0.8340567	0.9632237	0.9870622	0.1974499	0.8366027	0.8457679	0.9239730
1.0635886	0.0202155	0.0951267	0.9387702	0.9536825	1.1446844	0.1553533	0.6944429	0.8638559	1.0963623
1.1190540	0.0477651	0.0504815	0.9176486	0.9151437	1.0217248	0.2692580	0.8677834	0.9321480	1.1128755
0.9926571	0.0325748	0.1285750	0.5556952	1.0155889	0.9319860	0.1662648	0.8780551	0.8720256	0.9587639
1.1063745	0.0507803	0.0906788	0.8967564	0.4242273	1.1056713	0.2049908	0.8035287	0.9608931	1.0373604
0.8622296	0.0593415	0.0631866	1.1442756	0.7936434	0.4727185	0.4475436	0.6414821	0.9456551	1.1031471
1.0361696	0.0349070	0.0854190	0.9395028	0.9884212	0.9868003	0.0865746	0.8628806	0.8526706	1.0964866
1.1278254	0.0389609	0.0794773	0.9588308	0.8956289	1.0466242	0.2877504	0.3528029	0.9225713	1.1438232
0.9912707	0.0669946	0.0907656	0.9014665	1.0124881	1.0639027	0.2391063	0.5796606	0.3869361	1.0843029
0.9783126	0.0557688	0.0927598	0.9792920	1.0088338	1.0072170	0.2311621	0.8521809	0.7765035	0.5093137
