"Time"	YJL110C	YFL021W	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W	YKL112W

0	0.1800549	0.4511149	0.3155455	0.0544208	0.0647498	0.2924342	0.7717977	0.7384108	0.0004400	0.7262999
50	0.1586399	0.3539209	0.4236968	0.0646795	0.1423731	0.0557603	0.7132893	0.6284207	0.0004086	0.6460060
100	0.1243518	0.4310634	0.3440322	0.0381097	0.0825948	0.0086379	0.7684119	0.5125065	0.0014493	0.6223034
150	0.1500786	0.5071650	0.2253145	0.0202465	0.1411647	0.0102318	0.7895038	0.5927765	0.0014855	0.6775276
200	0.1206038	0.4885707	0.2079061	0.0231200	0.1200370	0.0191403	0.6634822	0.4445829	0.0003776	0.5974658
250	0.1267521	0.3732042	0.1960951	0.0237066	0.1269266	0.0044806	0.7497449	0.5442289	0.0033380	0.6623510
300	0.1155118	0.4210155	0.2031471	0.0279850	0.1324835	0.0033724	0.6962060	0.3473869	0.0008208	0.6786784
350	0.1400344	0.4066328	0.1328468	0.0466866	0.1460893	0.0095254	0.7650416	0.4311733	0.0000475	0.6413231
400	0.1238614	0.3384327	0.1837952	0.0447925	0.1278319	0.0007564	0.8337564	0.3898771	0.0003698	0.7864793
450	0.1176828	0.4480067	0.1546015	0.0142520	0.2156237	0.0025343	0.7086737	0.4137758	0.0002063	0.7149315
500	0.1358846	0.3823369	0.2353866	0.0206234	0.1067781	0.0101396	0.8088432	0.5780304	0.0002844	0.6989500
550	0.1483569	0.3683779	0.2185659	0.0398320	0.0534814	0.1643453	0.7246890	0.6226630	0.0011453	0.8283841
600	0.2208292	0.3686700	0.3038646	0.0107590	0.0843866	0.1562476	0.8015116	0.6797552	0.0025521	0.7755898
650	0.1732922	0.3576498	0.3189784	0.0407533	0.1020611	0.2075076	0.6327251	0.7144671	0.0023290	0.7175772
700	0.1179512	0.4176224	0.2867100	0.0368236	0.0584774	0.2511151	0.6998951	0.7603855	0.0005121	0.8040839
750	0.1720044	0.3703904	0.3602819	0.0363322	0.0396495	0.2647037	0.9017097	0.7568142	0.0005248	0.6880505
800	0.1553060	0.5031077	0.4184111	0.0338334	0.0694954	0.2525785	0.8311065	0.6746208	0.0025184	0.7629322
850	0.1427257	0.3736459	0.3142444	0.0227362	0.0991089	0.1601303	0.6390804	0.7379017	0.0000019	0.6613076
900	0.1203252	0.4267249	0.3017804	0.0209118	0.0746446	0.2888215	0.7536515	0.7853738	0.0025626	0.7514204
950	0.1389685	0.3858468	0.4409515	0.0322738	0.1022872	0.1665817	0.7349777	0.8829360	0.0012152	0.7076435
1000	0.1204875	0.3343113	0.4289271	0.0239631	0.0497526	0.1715035	0.6952048	0.7410106	0.0004390	0.7618197

0	0.1150346	0.4656623	0.3646501	0.0237935	0.0809283	0.2701001	0.7209996	0.7971811	0.0005414	0.6502624
50	0.1162476	0.3883611	0.3771802	0.3851003	0.0473715	0.2749280	0.6886419	0.6216618	0.0003951	0.8119864
100	0.1508125	0.5324266	0.6156890	0.4452111	0.0780289	0.2830842	0.7736526	0.7281031	0.0029549	0.6784847
150	0.1200631	0.4310697	0.6261287	0.5072883	0.1605200	0.2693579	0.7881860	0.7156627	0.0014029	0.7209868
200	0.1274327	0.3767184	0.5136690	0.5869616	0.1696602	0.2628676	0.6679098	0.7262463	0.0002801	0.7390626
250	0.0821272	0.3331334	0.7315741	0.6693630	0.1638000	0.2607825	0.6317427	0.8182243	0.0000000	0.7659928
300	0.1033212	0.3492854	0.7033095	0.5048386	0.1859683	0.2248998	0.8096273	0.8018231	0.0000500	0.7385253
350	0.0720168	0.4167603	0.6633894	0.5364319	0.1092461	0.3398125	0.7816201	0.6536002	0.0000628	0.7877887
400	0.1003675	0.3660329	0.7112406	0.5606205	0.0804969	0.2110692	0.7006471	0.7022346	0.0000000	0.6365596
450	0.0868849	0.4728964	0.5030651	0.5662835	0.1702929	0.2561538	0.6217388	0.7271805	0.0000416	0.7396514
500	0.1501864	0.3881520	0.6464928	0.4232398	0.2344987	0.2969644	0.6226573	0.8927866	0.0003770	0.7123772
550	0.1210744	0.4097889	0.7414541	0.1701862	0.1668899	0.3306373	0.6666728	0.8014011	0.0006588	0.6970570
600	0.1102802	0.3869417	0.6441444	0.0676074	0.1108478	0.2346059	0.7073808	0.6711196	0.0009182	0.7220173
650	0.1713096	0.3985299	0.5743489	0.0545068	0.0596658	0.2259727	0.7260767	0.7742531	0.0004723	0.6488212
700	0.2071390	0.3482801	0.5537966	0.0492574	0.0459834	0.2196035	0.6772442	0.6798428	0.0002340	0.7650276
750	0.1670409	0.4104384	0.4914993	0.0241027	0.1110588	0.1888030	0.6884472	0.6121776	0.0001919	0.7010538
800	0.1364804	0.3915646	0.4231947	0.0217478	0.0317016	0.1933197	0.6570599	0.6733339	0.0015427	0.7944324
850	0.1387997	0.3874065	0.3634435	0.0153701	0.0868421	0.2223393	0.7322834	0.7824428	0.0026580	0.7938841
900	0.1552514	0.4509316	0.3781863	0.0373181	0.0875002	0.1964732	0.6276382	0.7847093	0.0003764	0.7197361
950	0.1666897	0.4159749	0.3191937	0.0453862	0.0701125	0.2491007	0.7011119	0.8272409	0.0011868	0.7194377
1000	0.1453647	0.3829870	0.3501899	0.0352897	0.0546645	0.3508849	0.6981511	0.6854105	0.0030016	0.6894919

0	0.1083962	0.4557912	0.3853125	0.0405738	0.0590199	0.2633409	0.6168464	0.6476609	0.0006143	0.8035502
50	0.2275227	0.4491352	0.4817483	0.0864086	0.0922936	0.3468378	0.7517649	0.4478996	0.0023137	0.8145310
100	0.1532798	0.4279469	0.4863930	0.0852490	0.0619217	0.1558180	0.7755984	0.3110551	0.0001680	0.7812542
150	0.2023719	0.3577528	0.4514677	0.1047155	0.0481527	0.2393543	0.7355465	0.3027736	0.0001119	0.8312409
200	0.2699001	0.3357577	0.4174297	0.0677076	0.0731190	0.1998811	0.7278227	0.2306932	0.0000462	0.7303960
250	0.1203083	0.3547532	0.4116538	0.0936180	0.0433502	0.1772127	0.9756640	0.2791069	0.0002304	0.8217426
300	0.1675765	0.3063415	0.3293274	0.0445500	0.0547835	0.2086664	0.7209631	0.2769728	0.0000500	0.8086372
350	0.1841815	0.2809231	0.3781797	0.1161822	0.0586857	0.2408125	0.6867141	0.3433985	0.0000083	0.6636500
400	0.0935474	0.3213629	0.3334906	0.0674598	0.0722170	0.3406490	0.8271514	0.3414697	0.0009997	0.7283341
450	0.1154482	0.2861321	0.3246661	0.0887047	0.0800037	0.1969589	0.7193174	0.2850385	0.0000000	0.5965805
500	0.1960510	0.4174503	0.2313289	0.0675925	0.1079781	0.3098862	0.8302237	0.3677433	0.0000049	0.7354144
550	0.1308333	0.3315583	0.2076406	0.0403869	0.0622084	0.2478800	0.6744281	0.6303149	0.0007323	0.7875211
600	0.1410082	0.4323060	0.2700039	0.0369709	0.0414253	0.2139021	0.6980146	0.7387641	0.0000884	0.6550095
650	0.0982429	0.4212466	0.3072172	0.0460674	0.0902181	0.3357707	0.5830788	0.5868066	0.0000000	0.7256030
700	0.1675126	0.3810491	0.3226693	0.0340005	0.0362851	0.2767641	0.8239128	0.6912057	0.0001321	0.7914729
750	0.1213738	0.4093347	0.3959314	0.0792881	0.0611861	0.2171504	0.7479489	0.7885804	0.0002433	0.8371086
800	0.1737344	0.3066209	0.3763581	0.0443901	0.0783980	0.2815986	0.7202738	0.6559395	0.0010114	0.8546144
850	0.1709063	0.5020273	0.3302163	0.0520730	0.0508167	0.2314193	0.7974185	0.7920161	0.0000000	0.7783467
900	0.1463451	0.4620860	0.2358359	0.0365092	0.0410625	0.3115789	0.6794388	0.6954477	0.0002500	0.6675544
950	0.1521349	0.4440795	0.3547755	0.0801478	0.0934469	0.2447185	0.6842484	0.6978411	0.0004804	0.6573024
1000	0.1721860	0.4626069	0.3861943	0.0335472	0.0459283	0.2629847	0.7131052	0.7072227	0.0007027	0.7765223

0	0.1235928	0.4083813	0.3652028	0.0351219	0.0505937	0.2744877	0.7409841	0.7393468	0.0017827	0.7119159
50	0.1923530	0.4558448	0.4180981	0.0459451	0.1116249	0.2728392	0.7266230	0.7067606	0.0000524	0.4682151
100	0.3381122	0.4038432	0.4494102	0.0246543	0.0741614	0.2542885	0.6008249	0.7585000	0.0021044	0.2319788
150	0.3904515	0.5517291	0.5576023	0.0239340	0.0355623	0.2535145	0.7532111	0.7633449	0.0056427	0.1523127
200	0.3329083	0.5429781	0.5614308	0.0138271	0.0835293	0.2466305	0.6802898	0.6956470	0.0171583	0.1244739
250	0.2769781	0.4772706	0.5709316	0.0175252	0.0547266	0.2140519	0.7510932	0.8200962	0.0245833	0.2123880
300	0.2518613	0.5267704	0.6163449	0.0122562	0.1280468	0.3217449	0.6337658	0.7770640	0.0156246	0.1529853
350	0.2968719	0.4647230	0.5239034	0.0379291	0.0664601	0.1783798	0.7492548	0.6706733	0.0162130	0.1466969
400	0.3693887	0.4786023	0.6038463	0.0325264	0.0977126	0.3209598	0.6344739	0.7175164	0.0252202	0.1884598
450	0.3850690	0.3932335	0.6261416	0.0174092	0.0902813	0.2351840	0.6780517	0.7616575	0.0032493	0.1528715
500	0.4014723	0.4325732	0.7026962	0.0501287	0.0708627	0.2106867	0.7195045	0.7648828	0.0137674	0.1831259
550	0.2464635	0.4863681	0.4177028	0.0203125	0.0743301	0.2850558	0.6527511	0.7543300	0.0132691	0.4786018
600	0.1762671	0.4604154	0.4805954	0.0056868	0.0972505	0.2721413	0.7702496	0.9354588	0.0002315	0.6957594
650	0.1811432	0.4930353	0.3890274	0.0225770	0.0752322	0.2712353	0.8495085	0.8006953	0.0036610	0.7975990
700	0.2737922	0.5183164	0.3253093	0.0366565	0.1149727	0.2362575	0.7245414	0.6974179	0.0030609	0.7755763
750	0.1807015	0.4890976	0.3050656	0.0462721	0.0639879	0.2026635	0.7329866	0.6994004	0.0000665	0.7528453
