YLR182W	YLR183C	YPR104C	YOR344C	YMR037C	YGL162W	YPR065W	YHL027W	YBR182C	YIL101C
0.0000001	0.4026463	1.0000000	0.4539430	0.0820434	0.3227484	0.8131523	0.9999891	0.0159043	0.0815240
1.0000000	0.0000000	1.0000000	0.4627981	0.1781587	0.9962076	0.0448385	0.9532501	0.7660732	0.7584370
0.2958343	0.9999813	0.0000008	0.4630797	0.0779008	0.2688522	0.9229993	0.9999892	0.0158602	0.0796986
0.7103870	0.4026463	1.0000000	0.0000021	0.0393605	0.3227484	0.8131523	0.9999891	0.0159043	0.0815240
0.7103870	0.4026463	1.0000000	0.6795021	0.0000030	0.3227484	0.8131523	0.9999891	0.0159043	0.0815240
0.7103870	0.4026463	1.0000000	0.6721735	0.0393694	0.0000011	0.8131523	0.9999891	0.0159043	0.0815240
0.7103870	0.4026463	1.0000000	0.4415095	0.1554087	1.0000000	0.0000000	0.9531829	0.9057481	1.0000000
0.7103870	0.4026463	1.0000000	0.5484865	0.1096749	0.2383548	1.0000000	0.0000000	0.0158384	0.0787561
0.7103870	0.4026463	1.0000000	0.5253843	0.1185965	0.3227484	0.8131523	1.0000000	0.0000018	0.0815240
0.7103870	0.4026463	1.0000000	0.5253992	0.1185946	0.3227484	0.8131523	0.9999901	0.0153818	0.0000018
