YOL108C	YIR018W	YJR060W	YGL096W	YKL043W	YER111C	YLR182W	YLR183C	YPR104C	YOR344C
0.0000000	0.2568021	0.1200090	0.4198221	0.7676717	0.0488451	0.0302265	0.5407096	0.7234564	0.8075835
0.2745748	0.0000000	0.0923038	0.3431360	0.7962225	0.0610559	0.0473561	0.3750632	0.8279140	0.9012245
0.3859935	0.0071909	0.0000000	0.4195158	0.7219171	0.0460284	0.0543416	0.3656281	0.9571600	0.8142152
0.0141470	0.0202534	0.0389110	0.0000000	0.6249089	0.0384973	0.0352174	0.4372321	0.7777367	0.7402467
0.6021271	0.7012840	0.6034033	0.6608626	0.0000000	0.2223533	0.0210668	0.6429780	0.7225003	0.2305365
0.2035172	0.1542431	0.0811561	0.2773384	0.7248949	0.0000000	0.0278872	0.4599695	0.9119412	0.8062982
0.3816497	0.1940204	0.1019017	0.4402169	0.6765136	0.0359804	0.0000000	0.4445523	0.7307872	0.5543169
0.4820503	0.5520767	0.2806256	0.7047893	0.5688273	0.4555175	0.6660580	0.0000000	0.6567279	0.0548818
0.2902801	0.2241242	0.1029980	0.4433493	0.7852558	0.1179107	0.0553874	0.0750829	0.0000000	0.6645098
0.3555823	0.3794363	0.1657286	0.4072646	0.6741768	0.0507681	0.0636828	0.3891815	0.6202384	0.0000000
