YKL109W	YGL035C	YGL209W	YCR065W	YER040W	YEL009C	YDR259C	YPL177C	YML099C	YKR034W
0.1990633	0.2937162	0.6401353	0.6193238	0.6475568	0.1041756	0.8009625	0.7648656	0.7837622	0.0652428
0.4290043	0.1614655	0.5853847	0.4986635	0.7836885	0.1221852	0.5888567	0.7350036	0.7392075	0.0498379
0.1300806	0.6793238	0.3206857	0.4920394	0.7722893	0.1133757	0.7000806	0.6357023	0.7733172	0.0657760
0.1891917	0.5286446	0.4102180	0.2810618	0.6365991	0.0817508	0.7337976	0.8150429	0.8290259	0.0593405
0.2342227	0.4518675	0.3720511	0.3395337	0.4535609	0.0731673	0.7671009	0.7956728	0.7087770	0.1883314
0.2112996	0.4131290	0.6478429	0.5159000	0.7947549	0.0291224	0.7732182	0.7799204	0.8398759	0.0770800
0.2190231	0.3206774	0.6366613	0.5024283	0.7657411	0.3158212	0.2964466	0.6829702	0.7260306	0.0681343
0.2807945	0.3869549	0.5739653	0.6446656	0.8123696	0.1411486	0.6165719	0.3685579	0.7080355	0.0701735
0.4274561	0.2712715	0.6631023	0.4283750	0.6849023	0.0989767	0.6133578	0.6855016	0.4132811	0.0642323
0.3337661	0.2615485	0.6394568	0.5963334	0.7860281	0.0807699	0.7264111	0.5777319	0.7690307	0.0261457
