YNL216W	YBR049C	YDL020C	YKL062W	YDR216W	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W
0.5801745	0.3103041	0.3541291	0.3519672	0.9999903	0.0007358	0.4770146	0.2360061	0.0854836	1.0000000
0.4659731	0.4678278	0.3043334	0.2726796	0.9779094	0.0316306	0.8944462	0.0863997	0.0479054	0.8436979
0.4617705	0.5923161	0.8011575	0.1720371	0.7831033	0.0323485	0.4878493	0.0000025	0.0146956	0.7775895
0.6995424	0.7580929	0.8187592	0.1125824	1.0000000	0.0000324	1.0000000	0.0000002	0.0048682	1.0000000
0.5725659	0.6300238	0.8794535	0.1407925	0.6463870	0.0029249	0.3200010	0.5752339	0.0213031	1.0000000
0.4559243	0.5924986	0.8010760	0.1721000	1.0000000	0.0000241	1.0000000	0.0000186	0.0233428	1.0000000
0.5199593	0.6918543	0.8122186	0.1591395	0.9999996	0.0001637	0.6937775	0.0000708	0.0318763	0.6279618
0.5489401	0.7430796	0.8226156	0.1598741	0.9779415	0.0316078	1.0000000	0.0000002	0.0079663	1.0000000
0.6492417	0.8384379	0.8181837	0.0534528	0.9999998	0.0000727	0.7513737	0.2062683	0.0113974	0.5798731
0.0920900	0.0087569	0.0819586	0.5184207	0.2060776	0.3527544	0.0939079	0.9985173	0.9999238	1.0000000
