"Time"	YOR344C	YMR037C	YGL162W	YPR065W	YHL027W	YBR182C	YIL101C	YPL202C	YML007W	YKL185W

0	0.8171447	0.3693620	0.3097116	0.5710514	0.4058428	0.6796430	0.6751372	0.0105515	0.1495459	0.4981847
50	0.6531448	0.3521232	0.1793329	0.5359854	0.2853962	0.3931469	0.1906179	0.1338919	0.2432228	0.4355339
100	0.7436375	0.3771936	0.2744168	0.4771089	0.2884691	0.3483110	0.1364617	0.1203217	0.2591277	0.5319290
150	0.8511176	0.4569468	0.2659840	0.4870939	0.2991907	0.4241014	0.1355474	0.2313102	0.3104745	0.4762732
200	0.7675994	0.2798614	0.3327674	0.4488984	0.3479958	0.3465269	0.2074101	0.1360270	0.3324102	0.6256046
250	0.8433693	0.3520046	0.5975038	0.4794568	0.3014192	0.4047858	0.2448377	0.1640610	0.1514231	0.4987436
300	0.7611993	0.3562042	0.5168458	0.4690094	0.2705953	0.3784228	0.2007273	0.1676011	0.3468371	0.4199950
350	0.8119809	0.2782312	0.5186029	0.4925527	0.2626499	0.4352986	0.1441785	0.0733413	0.2591285	0.4286826
400	0.8574663	0.3095363	0.4574217	0.3787496	0.2125747	0.3991782	0.1915479	0.1677481	0.1566182	0.4174053
450	0.7523192	0.2821824	0.4761624	0.5405328	0.2928112	0.3975818	0.1263603	0.1757162	0.2749446	0.5230764
500	0.8226954	0.3078206	0.3452374	0.5132315	0.2882986	0.4363332	0.1215213	0.1311640	0.2340181	0.5931954
550	0.7907150	0.2200023	0.4137215	0.6951088	0.4754812	0.6101976	0.5244260	0.0611801	0.2821016	0.4538014
600	0.7227789	0.3142108	0.3347707	0.7878258	0.4411314	0.6699302	0.5710368	0.0387263	0.2965151	0.4544231
650	0.7417503	0.3045406	0.1797331	0.6593168	0.2786653	0.5823443	0.5379694	0.0593237	0.2213947	0.4931251
700	0.6367503	0.3536954	0.2011289	0.6195868	0.2312342	0.5170992	0.5975296	0.0079086	0.2481914	0.3168032
750	0.7509760	0.4587464	0.2150930	0.6837081	0.1919581	0.6150567	0.6471120	0.0059555	0.2196356	0.3696204
800	0.8685660	0.4786574	0.1695321	0.5331657	0.3276774	0.6299597	0.6372277	0.0509636	0.3584794	0.3254690
850	0.7714356	0.3969576	0.2496434	0.5057039	0.2979797	0.4853811	0.6297700	0.0362056	0.3472151	0.4412066
900	0.8083831	0.3821463	0.2301542	0.5267794	0.4161424	0.5422570	0.6436748	0.0114592	0.2390032	0.4159178
950	0.6576859	0.3033328	0.3959179	0.7160116	0.4567377	0.5901966	0.6872924	0.0337935	0.2950272	0.4345434
1000	0.9119797	0.3320126	0.2856650	0.5200052	0.3998937	0.5237603	0.6982360	0.0114645	0.2899104	0.4004552

0	0.8131804	0.3829855	0.4177138	0.6871186	0.4390368	0.6002875	0.5413438	0.0161156	0.2611177	0.4848183
50	0.7560632	0.2699856	0.2511924	0.5271102	0.2771609	0.3626315	0.4524063	0.2915864	0.4319456	0.4770591
100	0.8403498	0.3580178	0.3458735	0.5136361	0.4753466	0.3007762	0.2959032	0.4375629	0.4335606	0.5591825
150	0.8314465	0.3842236	0.3987013	0.5578609	0.4227880	0.2369728	0.3018445	0.6443612	0.3902671	0.7219279
200	0.7933968	0.3621353	0.2941735	0.7097301	0.5417686	0.2440252	0.1756875	0.4843134	0.5828416	0.6094485
250	0.6193344	0.3635514	0.3067211	0.6751287	0.5688354	0.2217809	0.1821207	0.5558256	0.4939023	0.6487528
300	0.7677586	0.3864133	0.2701912	0.8610102	0.5258547	0.3048846	0.1424433	0.6053883	0.4422206	0.5862783
350	0.8003611	0.4036485	0.1745662	0.6608603	0.5862965	0.3320308	0.1228255	0.5638096	0.2827363	0.5269969
400	0.7994961	0.2605526	0.2305962	0.7466809	0.5405348	0.3471793	0.1210831	0.6271051	0.4402321	0.5551318
450	0.8116784	0.3725095	0.2051649	0.6192298	0.5736552	0.2816794	0.1462388	0.4849489	0.4164296	0.5978309
500	0.7298142	0.2487182	0.2856268	0.5688723	0.5947914	0.2919520	0.1630662	0.5595736	0.3950536	0.6731605
550	0.7960270	0.4275318	0.3032291	0.7825634	0.4385053	0.6791570	0.4346085	0.2419400	0.3488704	0.4377105
600	0.8029468	0.3433349	0.2169900	0.6307943	0.4400930	0.6194025	0.4969531	0.0979002	0.2790015	0.4645376
650	0.7847784	0.4391451	0.1512672	0.6086251	0.3052717	0.6010483	0.4747399	0.0248236	0.3406564	0.3609927
700	0.7914649	0.4388424	0.2542270	0.6244474	0.3185463	0.6337273	0.5608649	0.0164035	0.2988791	0.2637856
750	0.8433878	0.3778022	0.2661964	0.4822184	0.2290128	0.6155629	0.5801198	0.0305260	0.3580843	0.3353409
800	0.7583495	0.3977830	0.3335170	0.5755541	0.2908993	0.5498655	0.7623566	0.0142617	0.2537267	0.3414570
850	0.7579450	0.3406799	0.3639218	0.6504390	0.2642852	0.4962591	0.8778299	0.0127235	0.3218089	0.4563982
900	0.8529188	0.2354812	0.3109370	0.7179035	0.2377649	0.4664587	0.8507390	0.0063199	0.2512355	0.4921480
950	0.7608793	0.2453314	0.3322551	0.6360615	0.2883771	0.6074726	0.5532945	0.0169178	0.3015646	0.3805405
1000	0.5941601	0.2946375	0.2712667	0.6429208	0.3117658	0.4880228	0.6941511	0.0012558	0.2137271	0.4270702

0	0.7741552	0.3108390	0.2243780	0.5833958	0.4557338	0.5671508	0.6076882	0.0093022	0.2024381	0.4927599
50	0.7972816	0.3383960	0.3168940	0.6602446	0.3416944	0.4704737	0.5586137	0.0270225	0.6001970	0.5541068
100	0.8635360	0.2611305	0.3019807	0.3401311	0.3187477	0.5564907	0.5943333	0.2049254	0.7880380	0.3788559
150	0.8308847	0.2854192	0.4548393	0.2581170	0.3382915	0.4817267	0.5907508	0.2670714	0.6657917	0.4633332
200	0.7785172	0.3659814	0.4039299	0.3548227	0.3720665	0.5231244	0.6334707	0.4583192	0.9123303	0.4925106
250	0.7903179	0.2797365	0.6036342	0.3377394	0.3532812	0.5155498	0.7620747	0.4690506	0.6370556	0.4807549
300	0.9282975	0.2723992	0.5693719	0.4537194	0.3281258	0.4781491	0.5137424	0.4825508	0.7608238	0.4196520
350	0.7020467	0.3179640	0.6063697	0.4728373	0.4512768	0.5752008	0.6233978	0.4413595	0.7459381	0.4401232
400	0.6671459	0.2712454	0.5172170	0.5110178	0.4678476	0.5677720	0.4751929	0.4636635	0.6625014	0.5056922
450	0.7362350	0.2465385	0.5118606	0.4268618	0.3650492	0.5551681	0.4996217	0.4916397	0.7484089	0.4420203
500	0.6912791	0.2824611	0.5588171	0.3246527	0.2875234	0.6601495	0.5517083	0.4874366	0.8441563	0.3098476
550	0.6991544	0.3293839	0.5105850	0.3082516	0.1762250	0.6788083	0.5860664	0.3763550	0.3116897	0.4139727
600	0.7998287	0.2432429	0.5766846	0.3519504	0.2366472	0.4866711	0.5859645	0.1878830	0.3478947	0.4883084
650	0.7919831	0.2773988	0.5805758	0.5386971	0.2692771	0.6156801	0.6480268	0.0561994	0.3377327	0.4169081
700	0.8371707	0.2660572	0.4614422	0.5616540	0.2801919	0.6551115	0.7284722	0.0472392	0.2277893	0.4743749
750	0.6119987	0.2018923	0.4738841	0.6101833	0.3540126	0.5991295	0.8043254	0.0782477	0.2830528	0.4053008
800	0.7070026	0.1645024	0.3289853	0.7119660	0.2533444	0.5425764	0.6395203	0.0091832	0.1935091	0.4045538
