"Time"	YDR259C	YPL177C	YML099C	YKR034W	YCL067C	YJL110C	YFL021W	YDR146C	YHR084W	YBR083W

0	0.4269605	0.4050892	0.7612182	0.6712436	0.6126720	0.4375540	0.6826086	0.4871895	0.4057983	0.7034316
50	0.3134874	0.3230833	0.4778243	0.5283800	0.5388633	0.3974424	0.6402991	0.5668268	0.4772819	0.5011544
100	0.3482948	0.3718503	0.5209240	0.5869753	0.5223300	0.4608151	0.6451730	0.4542363	0.4194382	0.4876059
150	0.2698345	0.3638030	0.4700141	0.6553455	0.4292574	0.4404826	0.7544037	0.5970094	0.3167592	0.5650281
200	0.4140343	0.5063537	0.6235447	0.5750545	0.5053004	0.3989663	0.6955166	0.7247170	0.3124615	0.4936249
250	0.2640080	0.4593823	0.6067845	0.6629709	0.3350082	0.3509496	0.7683484	0.6138691	0.4344121	0.5059491
300	0.3574678	0.6015880	0.5980540	0.6081097	0.3777629	0.5021827	0.9620695	0.5116488	0.3501269	0.4394177
350	0.3745625	0.4957053	0.6103957	0.6420353	0.2810064	0.4269286	0.9416394	0.4222463	0.3326525	0.5422131
400	0.2865769	0.4742343	0.7277165	0.6272583	0.3212047	0.4670598	0.7698838	0.6648730	0.4213312	0.4531247
450	0.3119349	0.4894362	0.6870792	0.5823564	0.3216702	0.5221709	0.7810689	0.5315901	0.4575131	0.4389738
500	0.3561146	0.5833559	0.8501864	0.5626362	0.3162601	0.4916300	0.7257492	0.5941778	0.3636891	0.5222512
550	0.3799063	0.3498214	0.6030906	0.5547530	0.4536520	0.4806726	0.6994677	0.6062223	0.4131752	0.4041279
600	0.3275558	0.4818070	0.6290331	0.5140438	0.5621768	0.4732915	0.6609384	0.4842681	0.3648694	0.4610603
650	0.3532342	0.4515121	0.6507673	0.6181487	0.5705371	0.4571529	0.7657889	0.5013230	0.3170307	0.5973274
700	0.3365103	0.3998862	0.7407488	0.4958128	0.7141311	0.4176363	0.9049071	0.4391490	0.3373823	0.4668847
750	0.3034545	0.4772023	0.6011026	0.5121025	0.7042393	0.3474690	0.8774791	0.3781805	0.3952477	0.5221148
800	0.2455229	0.3718375	0.6454144	0.5799916	0.5910526	0.3154275	0.6667811	0.4430532	0.3039085	0.5235511
850	0.2672163	0.3816633	0.6948120	0.6139255	0.7550118	0.3811759	0.7283566	0.5691819	0.3819664	0.6222257
900	0.2578228	0.3787538	0.5670855	0.6899100	0.8059870	0.3283506	0.8624076	0.5889855	0.3637204	0.4190683
950	0.3131453	0.5482015	0.8216258	0.5759928	0.6897424	0.4447244	0.9197159	0.4942159	0.3200284	0.5309552
1000	0.3315903	0.5486120	0.7260314	0.6483133	0.7190759	0.5098163	0.8658039	0.4916342	0.3531425	0.5811494

0	0.3555854	0.3561451	0.6898687	0.7146586	0.6781332	0.4259946	0.6743910	0.4136957	0.4143572	0.7083341
