"Time"	YKR034W	YCL067C	YJL110C	YFL021W	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C

0	0.6101113	0.2576791	0.4877748	0.7242768	0.6548988	0.9996485	0.0398507	0.8452248	1.0000000	1.0000000
50	0.6100407	0.2577627	0.4876998	0.7243913	0.6547863	0.9937211	0.3806675	0.8773655	0.7743466	1.0000000
100	0.6100437	0.2577560	0.4876262	0.7243838	0.6493854	0.9242379	0.6407780	0.9175889	0.6013690	1.0000000
150	0.6100783	0.2577121	0.4876322	0.7233748	0.6230327	0.8041962	0.7457903	0.9410144	0.5389198	1.0000000
200	0.6100729	0.2577207	0.4879710	0.7198013	0.5738267	0.7034420	0.7845314	0.9515720	0.5203619	1.0000000
250	0.6098655	0.2579868	0.4890329	0.7136589	0.5187980	0.6414328	0.7988168	0.9557004	0.5153284	1.0000000
300	0.6092195	0.2588081	0.4909286	0.7069212	0.4742950	0.6088775	0.8042970	0.9571562	0.5140337	1.0000000
350	0.6080024	0.2603490	0.4932407	0.7015691	0.4453362	0.5933169	0.8065236	0.9576195	0.5137121	1.0000000
400	0.6063531	0.2624314	0.4952845	0.6983941	0.4290985	0.5863831	0.8074733	0.9577471	0.5136341	1.0000000
450	0.6046424	0.2645842	0.4965539	0.6971848	0.4209288	0.5835459	0.8078883	0.9577725	0.5136155	1.0000000
500	0.6032662	0.2663063	0.4969478	0.6972707	0.4171905	0.5825617	0.8080689	0.9577717	0.5136111	1.0000000
550	0.6024514	0.2673138	0.4967029	0.6979329	0.4175996	0.6114156	0.4720912	0.8666060	0.7392635	1.0000000
600	0.6021942	0.2676172	0.4961756	0.6988957	0.4490423	0.7413210	0.2132061	0.7993525	0.9122409	1.0000000
650	0.6023365	0.2674216	0.4955273	0.7012459	0.5184544	0.8696373	0.1054456	0.7928986	0.9746901	1.0000000
700	0.6027509	0.2668867	0.4944787	0.7061842	0.5820700	0.9434431	0.0642887	0.8073272	0.9932480	1.0000000
750	0.6034952	0.2659331	0.4927177	0.7127533	0.6209794	0.9773015	0.0489123	0.8223099	0.9982815	1.0000000
800	0.6046989	0.2643989	0.4905069	0.7187502	0.6403925	0.9911916	0.0432059	0.8326648	0.9995761	1.0000000
850	0.6062935	0.2623831	0.4885149	0.7228015	0.6490361	0.9965450	0.0410921	0.8387484	0.9998978	1.0000000
900	0.6079594	0.2602982	0.4872396	0.7248009	0.6526220	0.9985319	0.0403097	0.8420195	0.9999757	1.0000000
950	0.6093274	0.2586048	0.4867561	0.7253359	0.6540402	0.9992519	0.0400202	0.8436836	0.9999943	1.0000000
1000	0.6101874	0.2575540	0.4868334	0.7251216	0.6545820	0.9995088	0.0399132	0.8444992	0.9999987	1.0000000

0	0.6101113	0.2576791	0.4877748	0.7242768	0.6548988	0.9996485	0.0398507	0.8452248	1.0000000	1.0000000
50	0.6097395	0.2581559	0.4969462	0.5935034	0.6471005	0.9996485	0.0398507	0.8452248	1.0000000	0.8787914
