YGL181W	YGL071W	YKL015W	YKL109W	YGL035C	YGL209W	YCR065W	YER040W	YEL009C	YDR259C
0.0	-0.731388435466215	0.0	0.06294020212521922	0.0	0.0	0.0	0.0736950325991017	0.0	-0.3948982285801321
-0.015094636241301918	0.0	0.0	0.0	0.0	-0.21368335792794824	-0.6362607986666262	0.0	0.0	0.0
0.3368837989397794	0.0	0.0	0.0	-0.07764764409512281	0.0	0.0	0.0	0.0	0.0
-0.40280461777034404	-0.41227359184995294	-0.3820883210282773	-0.3916898184149884	0.0	-0.9117919951677322	0.0	0.0	-0.1639998508617282	0.0
0.0	0.0	0.0	0.0	-0.8768779130186886	0.0	-0.637771381996572	0.0	-0.711038718232885	0.0
0.0	0.0	-0.6814612143207341	0.0	0.0	-0.993566291872412	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	-0.1209389315918088	-0.8032264080829918	0.0	-0.45721700019203126	-0.3834661266300827
0.11779264523614941	-0.9841633443720639	0.0	0.31991865037275624	0.0	0.0	-0.2200792171061039	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3759738807312203	-0.4709629761055112	0.0
0.0	0.0	0.0	-0.05545256362961459	0.0	-0.9974209039937705	0.0	-0.1532840586987334	0.0	0.0
