"Time"	YML027W	YOR028C	YPL248C	YOL108C	YIR018W	YJR060W	YGL096W	YKL043W	YER111C	YLR182W

0	0.2392404	0.9987935	0.0755559	0.2783078	0.9170789	0.2354660	0.6111320	0.7266468	0.8160436	1.0000000
50	0.1618333	0.9987933	0.0755659	0.2783374	0.9170940	0.2354685	0.6111721	0.7258050	0.8160418	1.0000000
100	0.1393679	0.9987881	0.0755249	0.2782562	0.9171004	0.2354565	0.6118348	0.7231427	0.8160411	1.0000000
150	0.1328478	0.9987733	0.0752776	0.2777295	0.9170924	0.2353852	0.6136399	0.7203324	0.8160426	1.0000000
200	0.1309549	0.9987517	0.0747271	0.2765209	0.9170475	0.2352275	0.6161423	0.7184546	0.8160498	1.0000000
250	0.1304031	0.9987300	0.0739832	0.2748391	0.9169468	0.2350153	0.6185410	0.7174816	0.8160653	1.0000000
300	0.1302382	0.9987126	0.0732460	0.2731222	0.9167980	0.2348059	0.6203678	0.7170458	0.8160876	1.0000000
350	0.1301837	0.9987007	0.0726525	0.2716994	0.9166302	0.2346380	0.6215617	0.7168659	0.8161119	1.0000000
400	0.1301605	0.9986934	0.0722400	0.2706821	0.9164748	0.2345219	0.6222638	0.7167944	0.8161337	1.0000000
450	0.1301470	0.9986893	0.0719821	0.2700291	0.9163503	0.2344497	0.6226471	0.7167661	0.8161507	1.0000000
500	0.1301376	0.9986871	0.0718333	0.2696425	0.9162613	0.2344083	0.6228455	0.7167545	0.8161626	1.0000000
550	0.2075272	0.9986872	0.0717554	0.2694339	0.9162030	0.2343868	0.6227922	0.7189284	0.8161701	1.0000000
600	0.2299847	0.9986989	0.0718218	0.2695509	0.9161700	0.2344077	0.6214061	0.7226648	0.8161742	1.0000000
650	0.2365008	0.9987223	0.0722432	0.2704612	0.9161749	0.2345325	0.6187444	0.7248978	0.8161727	1.0000000
700	0.2383928	0.9987467	0.0729830	0.2721195	0.9162453	0.2347474	0.6160329	0.7259318	0.8161616	1.0000000
750	0.2389468	0.9987656	0.0737898	0.2739808	0.9163835	0.2349777	0.6139808	0.7263651	0.8161407	1.0000000
800	0.2391163	0.9987781	0.0744621	0.2755741	0.9165567	0.2351665	0.6126684	0.7265377	0.8161155	1.0000000
850	0.2391762	0.9987855	0.0749336	0.2767212	0.9167245	0.2352971	0.6119135	0.7266049	0.8160916	1.0000000
900	0.2392039	0.9987895	0.0752274	0.2774544	0.9168611	0.2353775	0.6115094	0.7266308	0.8160726	1.0000000
950	0.2392204	0.9987917	0.0753956	0.2778846	0.9169590	0.2354231	0.6113038	0.7266408	0.8160594	1.0000000
