YML027W	YOR028C	YPL248C	YOL108C	YIR018W	YJR060W	YGL096W	YKL043W	YER111C	YLR182W
0.1441535	0.6783812	0.3485836	0.4736958	0.5964388	0.2505497	0.2061604	0.6407804	0.7896248	0.5886757
0.1749313	0.6113457	0.0745092	0.1837392	0.2011953	0.0264352	0.4081593	0.4995033	0.7662161	0.6759389
0.0845035	0.6525880	0.0875820	0.2290878	0.7323537	0.1542085	0.4060872	0.6333299	0.7236631	0.7736575
0.4089071	0.7808792	0.1567431	0.3795242	0.4669779	0.0755441	0.3016925	0.5525568	0.4108911	0.5784222
0.2894740	0.7033347	0.2105580	0.3769676	0.7666227	0.1667133	0.2193015	0.5877267	0.7188939	0.6006264
0.2679087	0.6927605	0.1037014	0.1334623	0.6184150	0.1607599	0.4017060	0.6647197	0.3447953	0.7353832
0.2837245	0.7788867	0.4978314	0.6385786	0.5623447	0.1253212	0.1666447	0.4493719	0.3889066	0.4746441
0.1031216	0.8145823	0.0843794	0.2440453	0.6081384	0.1551657	0.3786448	0.5028923	0.6499821	0.8166193
0.1116154	0.6836820	0.1335036	0.1128142	0.6707175	0.2107473	0.3463603	0.6489068	0.5925025	0.8205097
0.1752059	0.6181485	0.0807054	0.2240139	0.5090978	0.0927000	0.3676405	0.7035459	0.6617073	0.5157300
