YGL209W	YCR065W	YER040W	YEL009C	YDR259C	YPL177C	YML099C	YKR034W	YCL067C	YJL110C
0.5590819	0.9585874	0.8547356	0.9648188	0.0126573	0.2178092	1.1205352	0.1389541	0.8626229	0.7161098
1.0220488	0.4440446	0.9376784	1.0072291	0.0194016	0.2477407	0.9419536	0.1610659	0.9960376	0.7790865
0.9653198	0.3452526	0.4510680	1.0437158	0.0139232	0.2610434	0.9211284	0.1253714	0.9662594	0.8609624
1.0051796	0.4991243	0.3680229	0.5373068	0.0132384	0.2471757	1.0243242	0.1332458	1.0396735	0.8608314
1.0074431	0.9392075	0.8597171	0.9689092	0.0057405	0.2570549	1.0017081	0.1367071	0.9839215	0.6959934
0.9881706	0.9588747	0.8722142	1.0277169	0.0047651	0.1428204	1.0059332	0.1303790	1.0193787	0.8380572
0.9937089	0.9998338	0.8277081	1.0912192	0.0876399	0.5492723	0.5305613	0.1114438	0.9930861	0.7426609
0.9889806	0.9798354	0.8723205	1.0378265	0.0097329	0.2022454	0.9778935	0.0736302	1.0061363	0.7026702
1.0740612	0.9275944	0.7213809	0.9355599	0.0127102	0.2380729	0.9496275	0.1151638	0.5621448	0.7933290
1.0927660	0.9507452	0.8876802	1.0151646	0.0058556	0.2652378	1.1373960	0.2466629	0.9728959	0.3986358
