YGL071W	YKL015W	YKL109W	YGL035C	YGL209W	YCR065W	YER040W	YEL009C	YDR259C	YPL177C
0.7385270560626305	0.0	0.0	-0.48109860625118017	0.0	-0.7858292181044817	0.0	0.0	0.0	0.0
0.0	0.0	0.0	-0.39425954315811396	0.0	0.0	0.7673157943014608	0.043701777573887844	0.0	0.0
-0.013819687068425915	0.0	0.5401219259065695	-0.9181602580938488	0.0	-0.20007602288387716	0.0	0.0	0.0	0.0
0.03399371239360342	-0.14555551717057824	0.4118129628759928	-0.7729223628994077	0.09135453624474538	0.0	0.6967796953928278	0.0	0.0	-0.15724551700986922
0.0	0.0	0.0	0.0	0.0	-0.5695691152941436	0.0	0.0	0.0	0.0
0.0	-0.39281699038110673	0.7381099179902233	0.0	0.0	0.0	0.0	0.8703416642865432	0.007547731047984854	-0.36254628864116967
0.0	-0.8933661212213337	0.8230680738625236	0.0	0.0	-0.5712201951537281	0.0	0.7132029341200633	0.0	0.0
0.0	0.0	0.5988926844720848	0.0	0.9087164039985343	-0.9764798961114138	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	-0.30514608323574066	0.0	0.0	0.0	0.0
0.0	0.0	0.4064738395673342	0.0	0.0	0.0	0.8779423137263016	0.0	0.0	0.0
