YML007W	YKL185W	YLR131C	YIL131C	YDR501W	YNL216W	YBR049C	YDL020C	YKL062W	YDR216W
0.18129011340371612	-0.3745035759275862	0.10832389541385185	0.21553334517861092	0.30487261423920775	0.18762942032231933	0.19817388380865494	-0.3443522605908847	-0.04067524436077472	0.03151547896309515
-0.2423401914616084	-0.604885689351351	-0.24643146558067322	-0.03208020930018216	0.13454648105312514	0.4053018418166708	0.20223216675277078	0.41869471729145946	0.33192143648120714	-0.11674421898655858
-0.05003144692409472	0.3565125729133162	-0.2573677101204233	-0.2881355243415184	-0.06898625802736627	-0.3426377351802473	0.38024098161073244	-0.1550549249517256	-0.18218899142084793	-0.06801322937040126
0.27923975979820603	-0.10542465750530772	0.19424747435015757	-0.2509677717621968	0.4486342729809857	0.3374678960742801	-0.03973250194331595	-0.8465008445524622	-0.2585128958225249	0.26405085180610666
-0.10304138859223534	-0.2128634630465886	0.14450318553731775	-0.1355790017388995	0.16063100493821247	-0.1466140781134359	0.4934610086851327	-0.01781722547590762	-0.3482219022822437	0.0747759685232439
-0.16007036074440834	-0.1942583816948753	-0.1647377632996644	-0.24279892085422713	0.13659015181407452	-0.1072267384811438	-0.15284659873028408	-0.07338293318700659	-0.005223375126788982	0.6284527311154533
-0.20088631489612002	0.09971052318811983	-0.017406517089722708	-0.20329855093764612	0.15625431852098212	0.17671831464792248	0.12883991501621553	-0.38845615717902204	0.06398737041401402	-0.30052113611739195
-0.2475538142343503	-0.12707159693036982	0.3896490571850485	0.3873549098575094	0.39967635368732635	0.0028522184065502246	0.31875602380166385	0.08977377112565617	-0.18577742917341905	0.21924440319552144
-0.25170718641628365	0.30638548983041053	-0.0381776012956023	0.267543784799349	-0.5632775548209383	0.3296389042969194	0.18890420898281976	0.11991103337303859	-0.3128835365326523	0.31030470058680926
-0.20237037312847433	0.04332140492634537	-0.1465897475686322	-0.24430465569914037	8.86122253992213E-4	-0.13123904722470286	0.01062856010223141	-0.6878453285435846	-0.32283875697070546	-0.08702108145329938
