Time	EIF4EBP1_pS65	ACACA_pS79.ACACB_pS79	AKT1_pS473.AKT2_pS473.AKT3_pS473	AKT1_pT308.AKT2_pT308.AKT3_pT308	PRKAA1_pT172.PRKAA2_pT172	BAD_pS112	JUN_pS73	MET_pY1235	RAF1_pS338	CHEK1_pS345	CHEK2_pT68	EGFR_pY1068	EGFR_pY1173	EGFR_pY992	ESR1_pS118	FOXO3_pS318_pS321	GSK3A_pS9_pS21.GSK3B_pS9_pS21	GSK3A_pS9.GSK3B_pS9	ERBB2_pY1248	MAPK8_pT183_pT185	MAPK1_pT202_Y204.MAPK3_pT202_Y204	MAP2K1_pS217_S221	MTOR_pS2448	RELA_p65_pS536	CDKN1B_pT157	CDKN1B_pT198	MAPK14_pT180_Y182	RPS6KB1_pT389	RPS6KA1_pT359_S363	PDK1_pS241	PRKCA_pS657	AKT1S1_pT246	RB1_pS807_S811	RPS6_pS235_S236	RPS6_pS240_S244	SRC_pY416	SRC_pY527	STAT3_pY705	WWTR1_pS89	YAP1_pS127	YBX1_PS102
0	0.543110773	0.198292413	0.057413935	0.329246205	1.427929168	0.447329206	0.357521325	0.426025251	0.501010825	0.243831328	0.192500667	0.084580865	0.402082821	0.110316559	0.90529416	0.483058661	0.898779612	0.919603453	1.427203057	0.20907462	0.371290589	0.258577772	0.386714186	0.480182106	0.628234056	0.427164761	0.214743219	0.223216699	0.651010165	1.023503887	0.19439256	1.080030432	2.542902979	0.307161869	0.155424104	0.089810386	1.152241648	0.186040346	0.904270875	0.395463291	0.582244238
0	0.53291274	0.172082032	0.052214886	0.339635751	1.352331407	0.485115365	0.403559816	0.486478784	0.543090849	0.248421918	0.212061974	0.078409555	0.443162355	0.121954188	0.828695405	0.517993616	0.927531529	0.916784647	1.351665508	0.202909224	0.32995081	0.260993832	0.369554878	0.506763421	0.623856675	0.494981075	0.214930389	0.227439756	0.657374307	1.015693694	0.207581872	1.038887726	1.830142277	0.271429379	0.120141365	0.089263327	1.072514936	0.195005869	0.65030509	0.43335002	0.587136076
0	0.564420642	0.150438199	0.050659528	0.333052346	1.345815201	0.429718683	0.392064512	0.461590788	0.476508928	0.228492598	0.206861227	0.079439853	0.424792877	0.128489099	0.771725669	0.48032161	0.925516519	0.859590809	1.422162231	0.188424675	0.317006325	0.256672238	0.312241516	0.497276321	0.600081467	0.46320675	0.201950625	0.208211632	0.632611993	1.009002549	0.208573711	1.032097322	1.755779366	0.261047587	0.110573403	0.081109308	1.113964974	0.184698734	0.663262866	0.441752735	0.585080903
0	0.510289032	0.174384853	0.052493646	0.427300407	1.452658879	0.438457193	0.391331053	0.465470332	0.470461506	0.239521351	0.198833272	0.084311073	0.424212331	0.115468533	0.704456061	0.479108534	0.898748459	0.900162933	1.275169151	0.193258164	0.377126069	0.290009341	0.314577999	0.461474893	0.615129642	0.4652891	0.199226144	0.180701018	0.645422297	1.069204049	0.197797727	1.036837057	1.820422379	0.223558792	0.089006908	0.087070101	1.144790265	0.185508132	0.696546298	0.373256765	0.517688523
0	0.512350316	0.166841342	0.0535671	0.411815257	1.670100909	0.450293498	0.395386609	0.456130061	0.456929476	0.222014446	0.193543649	0.07804189	0.416419034	0.113896319	0.777224706	0.50049313	0.822826726	0.824085184	1.357221335	0.196284408	0.342175498	0.27713005	0.284294471	0.4851325	0.620934537	0.451665254	0.182344028	0.183349909	0.621025211	1.185628771	0.195316658	0.99853442	1.927120132	0.199525446	0.094160817	0.079252703	1.096132192	0.187571644	0.687937297	0.312104968	0.494544738
0	0.566246158	0.18778038	0.056668645	0.36604968	1.377458243	0.487699689	0.373348621	0.451736686	0.519472119	0.249260676	0.193941092	0.080384761	0.40065539	0.096650533	0.924506621	0.468683509	0.813336118	0.912944999	1.260055156	0.22475151	0.368065881	0.261499445	0.35710884	0.527598621	0.641097627	0.422839372	0.221979375	0.238751727	0.64438725	1.05277698	0.189814273	1.145796797	2.380818426	0.264295587	0.143270678	0.088413751	1.082267601	0.19663911	0.842688812	0.388236953	0.580631417
5	0.533276505	0.185634548	0.076480126	0.38368498	1.512288451	0.483585968	0.40768773	0.475282467	0.428254736	0.25059575	0.199945588	0.142909254	0.411583092	0.112800356	0.897610263	0.460919175	1.070645467	1.176587948	1.429452877	0.223936045	0.46951534	0.327508017	0.435805698	0.515671734	0.621293393	0.41994764	0.201695929	0.42243992	0.714037369	1.096418671	0.211208852	1.242827908	2.48280478	0.567643824	0.193507151	0.087557688	1.272139984	0.196090246	0.773830231	0.52216278	0.568084922
15	0.545946187	0.36403436	0.069092245	0.434542007	1.867628132	0.515448243	0.44616529	0.462259546	0.76368332	0.242042135	0.204296817	0.100977421	0.426537583	0.121633298	0.831441745	0.442127006	1.008038917	1.095009518	1.36652202	0.228448194	0.504065682	0.329613852	0.481190742	0.495384329	0.587295741	0.417809612	0.215285413	0.270774982	0.778150648	1.021368138	0.218962358	1.058508495	2.214639863	0.637269386	0.179558027	0.108547315	1.258435468	0.20555074	0.517538043	0.309850619	0.61198905
30	0.616268662	0.169954093	0.082656824	0.380758474	1.501127838	0.570145317	0.424506537	0.454961626	0.505569432	0.211821127	0.201224249	0.086752884	0.411366112	0.113124354	0.910979409	0.424252545	0.988585526	1.033796482	1.37770454	0.194741636	0.348531367	0.224154768	0.408617393	0.453715941	0.588821976	0.428301824	0.191089501	0.32078811	0.678938449	1.100620691	0.18929226	1.168909378	2.644988118	0.404242894	0.12456711	0.083787252	1.10186676	0.189555627	0.732163561	0.441990776	0.55558855
60	0.600471786	0.236600873	0.063705456	0.34216316	1.764440888	0.517468737	0.398557642	0.465294704	0.78306196	0.227567327	0.217829642	0.10307162	0.419810262	0.125930055	0.873805936	0.420138611	0.912518173	0.968775022	1.389135125	0.197978401	0.288898135	0.199223814	0.449759606	0.467392853	0.569554397	0.452309758	0.18917616	0.275958312	0.665982492	1.080770744	0.215368753	1.057292355	2.480851446	0.54783374	0.173774976	0.102641913	1.304165376	0.190393345	0.504466599	0.36625557	0.532793829
120	0.517698122	0.20417052	0.066449881	0.323702898	1.763876444	0.482809777	0.412143835	0.459246051	0.577077177	0.234444731	0.199612876	0.085875942	0.427047101	0.122588429	0.894452386	0.438701311	1.022769864	0.97574177	1.198445089	0.208046787	0.325882476	0.235274226	0.393223549	0.474717636	0.612858595	0.441407441	0.191462994	0.321887258	0.619097868	1.02276914	0.209848273	1.069415903	2.163440214	0.546086521	0.175493014	0.086998573	1.203450218	0.189818751	0.757313405	0.403418372	0.555322861
240	0.605254328	0.234522732	0.080609281	0.316042071	1.907875977	0.469500541	0.438725887	0.459500402	0.670007434	0.22196626	0.215217526	0.111033589	0.403622176	0.125141704	0.925079542	0.393398442	0.943391111	0.913990039	1.28401422	0.215856228	0.216025567	0.182955855	0.435609479	0.595294129	0.55416441	0.442889239	0.174924045	0.364147458	0.645907437	1.091439575	0.218845712	1.012561338	2.723235359	0.523673174	0.211406241	0.091557916	1.512013655	0.200190096	0.446319496	0.306127742	0.464472995
