Time	EIF4EBP1_pS65	EIF4EBP1_pT37_pT46	ACACA_pS79.ACACB_pS79	AKT1_pS473.AKT2_pS473.AKT3_pS473	AKT1_pT308.AKT2_pT308.AKT3_pT308	PRKAA1_pT172.PRKAA2_pT172	BAD_pS112	MET_pY1235	RAF1_pS338	CHEK1_pS345	CHEK2_pT68	EGFR_pY1068	EGFR_pY1173	ESR1_pS118	GSK3A_pS9_pS21.GSK3B_pS9_pS21	GSK3A_pS9.GSK3B_pS9	ERBB2_pY1248	ERBB3_pY1298	MAPK8_pT183_pT185	MAPK1_pT202_Y204.MAPK3_pT202_Y204	MAP2K1_pS217_S221	MTOR_pS2448	NDRG1_pT346	RELA_p65_pS536	CDKN1B_pT157	CDKN1B_pT198	MAPK14_pT180_Y182	RPS6KB1_pT389	RPS6KA1_pT359_S363	PDK1_pS241	PEA15_pS116	PRKCA_pS657	PRKCD	PRKCA_pS660.PRKCB_pS660.PRKCD_pS660.PRKCE_pS660.PRKCH_pS660.PRKCQ_pS660	AKT1S1_pT246	RB1_pS807_S811	RICTOR_pT1135	RPS6_pS235_S236	RPS6_pS240_S244	SRC_pY416	SRC_pY527	STAT3_pY705	WWTR1_pS89	YAP1_pS127	YBX1_PS102
0	3.389939642	8.656508734	0.265591941	1.605166951	2.554841353	0.814471869	1.284494437	0.916034097	1.493665908	1.052934801	1.00516218	0.281009909	1.291135605	1.194375075	2.873178128	1.657322861	0.620130755	0.726556775	0.787497369	0.389851664	0.130116518	0.54233367	0.306795455	1.383013376	1.091136081	0.686322124	1.223909203	0.205916477	1.08081861	1.052509459	1.314844226	2.971740094	0.459344025	1.238976935	7.486985868	0.834173199	1.024658196	0.396439704	0.253863874	0.613845077	1.387667922	0.871813667	0.794695693	6.388349837	1.695510019
0	4.062355569	8.332411839	0.599926494	1.646240794	1.897012234	1.431022154	1.222681148	0.979526893	1.689181853	1.134151514	1.154932327	0.299883454	1.248568918	1.021989096	3.192489797	1.947154437	0.580457284	0.768891267	0.818148817	0.304057412	0.132767789	0.790446307	0.306146531	1.169032577	1.232794998	0.682372037	1.222861328	0.320185038	1.043361733	1.00422009	1.399550404	3.636341972	0.466726314	1.511055872	6.842530224	0.816212012	1.17879398	0.775654793	0.435734263	0.654903905	1.511552401	0.87039123	1.253081288	4.314509718	1.37556863
0	4.324738407	5.19659213	0.565014392	1.648274575	2.251112466	1.274383751	1.200636638	0.982513802	1.773019086	1.388907761	1.433000586	0.285492546	1.23228856	1.172939272	3.299829248	2.044159595	0.650612778	0.896548207	0.973428274	0.366550254	0.148094242	0.792750845	0.30734038	1.317783876	1.387406879	0.770402117	1.428273645	0.352008894	1.084420122	1.024819677	1.660394038	2.76241885	0.45373932	1.677875103	5.078238152	0.869948427	1.343405696	0.987386925	0.496776002	0.695729725	1.49571208	1.019279383	0.617791618	4.543877304	1.755193387
0	6.315138569	7.843506913	0.559698869	1.42626988	2.411908388	1.383047632	1.228954171	0.930014669	1.611580892	1.324408661	1.344216483	0.254629998	1.169119441	1.186542009	3.319856964	1.910952682	0.679206139	0.865793283	0.89976778	0.333196245	0.1422225	0.69312625	0.28162477	1.200945789	1.356513223	0.74326397	1.420826877	0.375368122	1.086293941	0.940224194	1.551854878	3.362123327	0.481597787	1.568507778	6.896336836	0.881664967	1.321892945	0.850212015	0.414206251	0.623455508	1.604485169	0.915277658	0.629775551	4.309716873	1.485065903
0	3.246399636	5.034677574	0.549538173	1.67494178	2.17163	1.443924557	1.27595604	1.016254442	1.745626699	1.18113981	1.165090192	0.299224707	1.266989951	1.192986628	3.478794365	2.063603586	0.627036221	0.906471981	0.992523853	0.383320373	0.133922824	0.816596362	0.330293852	1.215522245	1.252834191	0.698255637	1.370147291	0.340600928	1.060805753	1.045843406	1.194298925	3.52438383	0.488170789	1.50979511	4.421742353	0.91916411	1.260807847	0.859868483	0.51093379	0.670712399	1.665876123	0.891220692	1.216957243	3.985059223	1.560022874
5	6.259665995	12.86949865	0.319231962	3.726752175	5.26492243	0.725956341	1.535170559	0.860241097	1.909287825	1.051187462	0.885505789	0.314117171	1.389666634	1.14732479	4.430987324	2.282519693	0.597211891	0.818122126	0.701280932	0.531066515	0.161584603	0.620502701	0.288332609	1.380035309	1.145823335	0.651674133	1.085833211	0.318335454	1.074141814	1.020452402	1.598387771	4.590438018	0.387068503	1.256916514	12.15419546	0.822845185	1.159804066	0.459145263	0.29956797	0.560728213	1.539355419	1.103938898	1.0349481	6.994728792	1.795177106
15	4.700969552	9.650424698	0.427617404	4.541705209	5.76215248	0.945263198	1.559174809	1.01207059	2.315050028	0.964276075	0.737616544	0.291328605	1.34015582	1.170414473	4.577498779	2.209761639	0.643593195	0.758195631	0.731563958	0.472709262	0.12899247	0.844861438	0.292237479	1.402197352	1.16923455	0.623966803	1.056034028	0.413386318	1.042655153	1.036599311	0.382857649	4.183352317	0.41072265	1.460379947	8.05329685	0.782685604	1.420112078	1.17965268	0.491010993	0.538915965	1.864141321	1.16286189	0.582342018	4.6018575	1.49727993
30	3.840044463	8.709027407	0.455624466	4.235749624	6.08778122	1.108313869	1.492811714	1.034677252	2.350638065	1.203739523	0.780362086	0.347826506	1.490048662	1.148352147	4.861215651	2.448229951	0.625242947	0.853959206	0.76459303	0.459255281	0.143969728	0.930796473	0.274331203	1.437012864	1.075411892	0.611987345	1.145600048	0.332588208	1.077138643	1.167177073	0.353926141	5.231045867	0.429115384	1.725992433	7.858190219	0.928620927	1.45489421	0.591362349	0.283190837	0.635027489	1.618931548	1.194482373	0.558016498	4.600641619	1.833135195
60	4.217074862	8.771028094	0.361546318	4.607031952	5.206074957	0.932787266	1.285113227	1.117025809	2.228288508	1.041078911	0.895594796	0.303822442	1.38449451	1.102077376	4.678944509	2.339468093	0.515315361	0.884393376	0.700916302	0.288141887	0.114818583	0.865912452	0.337082977	1.740802332	1.036175067	0.589469435	1.054137835	0.395670068	1.093220497	0.999338437	0.385264561	4.559035653	0.435876713	1.387672174	8.488806895	0.852749624	1.640407751	0.899041571	0.35900898	0.570242402	1.66633685	0.935448177	0.554431459	5.015063756	1.888201717
120	3.801796481	7.630801405	0.381449885	3.689760851	4.248499615	0.896432885	1.312760679	1.174451053	2.080876403	1.109424233	0.999641132	0.312584033	1.430764228	1.26735727	4.376347062	2.362125133	0.485374774	0.974658219	0.644617765	0.302313586	0.122393807	0.984600555	0.264075844	1.784293699	1.070326661	0.645414248	1.128728807	0.409518839	1.150555236	1.050229312	0.383318024	4.228073241	0.403756467	1.468588421	7.243926726	0.754262585	1.687319276	1.215452411	0.500927538	0.551155956	1.654122529	1.026825988	0.578122547	5.012590126	1.573125796
240	3.640046018	6.31749116	0.377272403	3.241422994	3.639664749	0.925309761	1.269257995	1.099008018	2.334003723	1.222932575	1.087877508	0.319449624	1.484438363	1.195264126	3.814521394	2.415565755	0.578594261	0.973130437	0.760837177	0.283558314	0.133571491	0.955987291	0.278143678	1.849267459	1.011387501	0.690854666	0.981637325	0.533686873	1.1913887	1.129519047	0.381952038	3.985912476	0.44820852	1.303295203	6.468127849	0.752950042	1.662626819	0.967586874	0.395013157	0.646500179	1.800538466	0.953391325	0.661353828	4.679065837	1.602309324
