MTOR_pS2448	EIF4EBP1_pS65	1
MTOR_pS2448	AKT1_pS473.AKT2_pS473.AKT3_pS473	1
MTOR_pS2448	AKT1_pT308.AKT2_pT308.AKT3_pT308	1
MTOR_pS2448	CHEK2_pT68	1
MTOR_pS2448	ESR1_pS118	1
MTOR_pS2448	GSK3A_pS9_pS21.GSK3B_pS9_pS21	1
MTOR_pS2448	GSK3A_pS9.GSK3B_pS9	1
MTOR_pS2448	ERBB3_pY1298	1
MTOR_pS2448	MTOR_pS2448	1
MTOR_pS2448	NDRG1_pT346	1
MTOR_pS2448	CDKN1B_pT157	1
MTOR_pS2448	MAPK14_pT180_Y182	1
MTOR_pS2448	RPS6KB1_pT389	1
MTOR_pS2448	RICTOR_pT1135	1
MTOR_pS2448	RPS6_pS235_S236	1
MTOR_pS2448	RPS6_pS240_S244	1
MTOR_pS2448	SRC_pY527	1
MTOR_pS2448	STAT3_pY705	1
MTOR_pS2448	YAP1_pS127	1
MTOR_pS2448	YBX1_PS102	1
