Time	EIF4EBP1_pS65	ACACA_pS79.ACACB_pS79	AKT1_pS473.AKT2_pS473.AKT3_pS473	AKT1_pT308.AKT2_pT308.AKT3_pT308	PRKAA1_pT172.PRKAA2_pT172	BAD_pS112	JUN_pS73	MET_pY1235	RAF1_pS338	CHEK1_pS345	CHEK2_pT68	EGFR_pY1068	EGFR_pY1173	EGFR_pY992	ESR1_pS118	FOXO3_pS318_pS321	GSK3A_pS9_pS21.GSK3B_pS9_pS21	GSK3A_pS9.GSK3B_pS9	ERBB2_pY1248	MAPK8_pT183_pT185	MAPK1_pT202_Y204.MAPK3_pT202_Y204	MAP2K1_pS217_S221	MTOR_pS2448	RELA_p65_pS536	CDKN1B_pT157	CDKN1B_pT198	MAPK14_pT180_Y182	RPS6KB1_pT389	RPS6KA1_pT359_S363	PDK1_pS241	PRKCA_pS657	AKT1S1_pT246	RB1_pS807_S811	RPS6_pS235_S236	RPS6_pS240_S244	SRC_pY416	SRC_pY527	STAT3_pY705	WWTR1_pS89	YAP1_pS127	YBX1_PS102
0	0.543110773	0.198292413	0.057413935	0.329246205	1.427929168	0.447329206	0.357521325	0.426025251	0.501010825	0.243831328	0.192500667	0.084580865	0.402082821	0.110316559	0.90529416	0.483058661	0.898779612	0.919603453	1.427203057	0.20907462	0.371290589	0.258577772	0.386714186	0.480182106	0.628234056	0.427164761	0.214743219	0.223216699	0.651010165	1.023503887	0.19439256	1.080030432	2.542902979	0.307161869	0.155424104	0.089810386	1.152241648	0.186040346	0.904270875	0.395463291	0.582244238
0	0.53291274	0.172082032	0.052214886	0.339635751	1.352331407	0.485115365	0.403559816	0.486478784	0.543090849	0.248421918	0.212061974	0.078409555	0.443162355	0.121954188	0.828695405	0.517993616	0.927531529	0.916784647	1.351665508	0.202909224	0.32995081	0.260993832	0.369554878	0.506763421	0.623856675	0.494981075	0.214930389	0.227439756	0.657374307	1.015693694	0.207581872	1.038887726	1.830142277	0.271429379	0.120141365	0.089263327	1.072514936	0.195005869	0.65030509	0.43335002	0.587136076
0	0.564420642	0.150438199	0.050659528	0.333052346	1.345815201	0.429718683	0.392064512	0.461590788	0.476508928	0.228492598	0.206861227	0.079439853	0.424792877	0.128489099	0.771725669	0.48032161	0.925516519	0.859590809	1.422162231	0.188424675	0.317006325	0.256672238	0.312241516	0.497276321	0.600081467	0.46320675	0.201950625	0.208211632	0.632611993	1.009002549	0.208573711	1.032097322	1.755779366	0.261047587	0.110573403	0.081109308	1.113964974	0.184698734	0.663262866	0.441752735	0.585080903
0	0.510289032	0.174384853	0.052493646	0.427300407	1.452658879	0.438457193	0.391331053	0.465470332	0.470461506	0.239521351	0.198833272	0.084311073	0.424212331	0.115468533	0.704456061	0.479108534	0.898748459	0.900162933	1.275169151	0.193258164	0.377126069	0.290009341	0.314577999	0.461474893	0.615129642	0.4652891	0.199226144	0.180701018	0.645422297	1.069204049	0.197797727	1.036837057	1.820422379	0.223558792	0.089006908	0.087070101	1.144790265	0.185508132	0.696546298	0.373256765	0.517688523
0	0.512350316	0.166841342	0.0535671	0.411815257	1.670100909	0.450293498	0.395386609	0.456130061	0.456929476	0.222014446	0.193543649	0.07804189	0.416419034	0.113896319	0.777224706	0.50049313	0.822826726	0.824085184	1.357221335	0.196284408	0.342175498	0.27713005	0.284294471	0.4851325	0.620934537	0.451665254	0.182344028	0.183349909	0.621025211	1.185628771	0.195316658	0.99853442	1.927120132	0.199525446	0.094160817	0.079252703	1.096132192	0.187571644	0.687937297	0.312104968	0.494544738
0	0.577354766	0.178848207	0.048121097	0.319704438	1.580338229	0.442482938	0.365540553	0.463886541	0.390785527	0.242672293	0.204913693	0.077170238	0.436500664	0.113837689	0.773738843	0.398189861	0.738389265	0.615123786	1.252005129	0.17224971	0.175524055	0.179049173	0.358793761	0.455486103	0.595308475	0.428579814	0.182802587	0.160836411	0.557123397	1.252780414	0.211523167	0.965918196	2.065984706	0.24588836	0.115823932	0.070241941	1.402681592	0.164642363	0.638014367	0.378481077	0.426264592
5	0.553244159	0.189428099	0.166139796	1.107855599	1.473364786	0.56499952	0.413127649	0.519602455	0.832194018	0.207861794	0.195686047	0.114516317	0.448770811	0.116015142	0.873632802	0.500680387	1.277749025	1.370498414	1.394364143	0.216147232	0.691425029	0.750717486	0.386423231	0.441140623	0.653761938	0.470992445	0.205882819	0.216854308	0.786015422	1.039438291	0.212395803	1.6389691	1.857095391	0.312346416	0.101534896	0.076952399	1.182298569	0.177037546	0.630338519	0.393972839	0.604017503
30	0.582286998	0.174939707	0.124731594	0.67837859	1.189571127	0.67929418	0.484837361	0.500406818	0.581751352	0.240118586	0.218924297	0.095198125	0.43552779	0.123829936	0.793592581	0.48538745	1.17322611	1.285227054	1.283096939	0.21502654	0.526794246	0.440659203	0.454356689	0.500032721	0.611068788	0.441872207	0.202585999	0.447606629	0.86279022	1.154942888	0.223884131	1.207271184	2.630194783	0.841035084	0.176373921	0.089630723	1.245651968	0.202953888	0.630281653	0.337863468	0.650356688
60	0.666528799	0.18595178	0.454834708	1.305329501	1.317684159	0.680155229	0.494005109	0.504973819	0.78133602	0.233269243	0.203133319	0.093529787	0.410048722	0.12340332	0.709125984	0.5071354	1.673120714	1.832562442	1.512430004	0.194463511	0.440293075	0.321462742	0.641716086	0.495365396	0.596627442	0.425597763	0.214574902	1.321330942	0.720138855	1.004964399	0.235159088	1.739065107	2.374482052	1.642114625	0.82480468	0.087181171	1.290949491	0.189057416	0.638557633	0.305798034	0.605134482
120	0.570205293	0.150338341	0.070481702	0.297519375	1.596247031	0.542704957	0.432655356	0.507079359	0.493851823	0.252476328	0.227639331	0.090170004	0.461900022	0.127831884	0.788635353	0.47593403	1.088095742	1.111424521	1.385631024	0.208390149	0.270872455	0.218216271	0.51177154	0.533955515	0.614840305	0.426302513	0.1864718	0.460482333	0.665149404	1.086185005	0.238078952	0.916849444	2.386814698	0.865928738	0.311673263	0.093736551	1.419010714	0.201060022	0.668433071	0.338747281	0.518714338
240	0.534822288	0.200878515	0.064837224	0.346028425	1.753403235	0.465826147	0.472994186	0.51980121	0.538186429	0.219297068	0.20723244	0.09873156	0.415511784	0.132386077	0.725867839	0.490349991	0.957891611	0.971608484	1.313189875	0.225511784	0.368399764	0.306850294	0.359955851	0.55149115	0.610198166	0.402809374	0.198754908	0.295968894	0.635238363	1.067185573	0.228026205	1.025287436	1.855803295	0.425215812	0.142177067	0.091430316	1.192094883	0.189577977	0.648434181	0.274432441	0.426681382
