AB1	AB6	1
AB1	AB11	1
AB2	AB1	1
AB2	AB9	1
AB2	AB11	1
AB4	AB19	1
AB5	AB2	1
AB5	AB7	1
AB5	AB9	1
AB5	AB10	1
AB5	AB12	1
AB5	AB15	1
AB5	AB17	1
AB5	AB20	1
AB6	AB8	1
AB6	AB16	1
AB6	AB17	1
AB7	AB5	1
AB7	AB10	1
AB7	AB12	1
AB7	AB14	1
AB7	AB17	1
AB7	AB20	1
AB8	AB16	1
AB9	AB2	1
AB9	AB5	1
AB9	AB10	1
AB9	AB15	1
AB10	AB2	1
AB10	AB5	1
AB10	AB7	1
AB10	AB9	1
AB10	AB12	1
AB10	AB15	1
AB10	AB17	1
AB11	AB1	1
AB12	AB2	1
AB12	AB5	1
AB12	AB7	1
AB12	AB9	1
AB12	AB10	1
AB12	AB14	1
AB12	AB15	1
AB12	AB17	1
AB12	AB20	1
AB15	AB2	1
AB15	AB5	1
AB15	AB9	1
AB15	AB10	1
AB15	AB12	1
AB15	AB17	1
AB15	AB20	1
AB16	AB4	1
AB16	AB8	1
AB16	AB19	1
AB17	AB5	1
AB17	AB6	1
AB17	AB7	1
AB17	AB10	1
AB17	AB12	1
AB17	AB20	1
AB19	AB4	1
AB19	AB5	1
AB19	AB12	1
AB19	AB14	1
AB19	AB15	1
AB19	AB20	1
AB20	AB2	1
AB20	AB5	1
AB20	AB7	1
AB20	AB9	1
AB20	AB12	1
AB20	AB15	1
AB20	AB17	1
