RandomForest-rank	range	mean-rank	median-rank	sd-rank	regulator-target	tp	index	Edge	Lag	Lag_list	Sign	parent	child	name_x	parent_cluster	name_y	child_cluster	Source	Target	moduleID	window_size	min_lag	max_lag	total_edges	pr	roc
0	(0, 0)	0.0	0.0		('YKL112W', 'YPR122W')	False												YKL112W	YPR122W	0	4	1	2	272	0.041164269203182106	0.35438122923588056
1	(1, 1)	1.0	1.0		('YDL056W', 'YHR151C')	False												YDL056W	YHR151C	0	4	1	2	272	0.041164269203182106	0.35438122923588056
2	(2, 2)	2.0	2.0		('YKL112W', 'YBR023C')	False												YKL112W	YBR023C	0	4	1	2	272	0.041164269203182106	0.35438122923588056
3	(3, 3)	3.0	3.0		('YDR310C', 'YIL131C')	False												YDR310C	YIL131C	0	4	1	2	272	0.041164269203182106	0.35438122923588056
4	(4, 4)	4.0	4.0		('YLR182W', 'YPR122W')	False												YLR182W	YPR122W	0	4	1	2	272	0.041164269203182106	0.35438122923588056
5	(5, 5)	5.0	5.0		('YJR060W', 'YOL030W')	False												YJR060W	YOL030W	0	4	1	2	272	0.041164269203182106	0.35438122923588056
6	(6, 6)	6.0	6.0		('YDR310C', 'YDL127W')	False												YDR310C	YDL127W	0	4	1	2	272	0.041164269203182106	0.35438122923588056
7	(7, 7)	7.0	7.0		('YHR084W', 'YLR454W')	False												YHR084W	YLR454W	0	4	1	2	272	0.041164269203182106	0.35438122923588056
8	(8, 8)	8.0	8.0		('YDL056W', 'YAL039C')	False												YDL056W	YAL039C	0	4	1	2	272	0.041164269203182106	0.35438122923588056
9	(9, 9)	9.0	9.0		('YMR136W', 'YBR060C')	False												YMR136W	YBR060C	0	4	1	2	272	0.041164269203182106	0.35438122923588056
10	(10, 10)	10.0	10.0		('YKL112W', 'YBL060W')	False												YKL112W	YBL060W	0	4	1	2	272	0.041164269203182106	0.35438122923588056
11	(11, 11)	11.0	11.0		('YDL056W', 'YDR311W')	False												YDL056W	YDR311W	0	4	1	2	272	0.041164269203182106	0.35438122923588056
12	(12, 12)	12.0	12.0		('YDR310C', 'YKL095W')	False												YDR310C	YKL095W	0	4	1	2	272	0.041164269203182106	0.35438122923588056
13	(13, 13)	13.0	13.0		('YDR310C', 'YPR171W')	False												YDR310C	YPR171W	0	4	1	2	272	0.041164269203182106	0.35438122923588056
14	(14, 14)	14.0	14.0		('YDL056W', 'YKL189W')	False												YDL056W	YKL189W	0	4	1	2	272	0.041164269203182106	0.35438122923588056
